,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
43224,2014-06-01,PH,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,,,460000.0,ARS,56573.6,,3.0,,http://www.properati.com.ar/fxu1_venta_ph_mar-del-plata
43225,2014-06-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.00953,-57.5423,53000.0,USD,53000.0,,1.0,,http://www.properati.com.ar/fxu7_venta_departamento_mar-del-plata
43226,2014-06-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.029083,-57.537023,130000.0,USD,130000.0,76.0,3.0,,http://www.properati.com.ar/fxu9_venta_departamento_mar-del-plata
43227,2014-06-01,apartment,Boedo,|Argentina|Capital Federal|Boedo|,-34.625817,-58.418812,1199800.0,ARS,147558.72,69.0,2.0,,http://www.properati.com.ar/fxub_venta_departamento_boedo
43228,2014-06-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.019358000000004,-57.526793999999995,145000.0,USD,145000.0,60.0,3.0,,http://www.properati.com.ar/fxuh_venta_departamento_mar-del-plata
43229,2014-06-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.003601,-57.544476,,,,,,,http://www.properati.com.ar/fxui_venta_departamento_mar-del-plata
43230,2014-06-01,apartment,Congreso,|Argentina|Capital Federal|Congreso|,-34.610646,-58.396742,,,,42.0,,,http://www.properati.com.ar/fxuj_venta_departamento_congreso
43231,2014-06-01,house,Formosa,|Argentina|Formosa|Formosa|,-26.187598,-58.188019999999995,2300000.0,ARS,282902.82,,,,http://www.properati.com.ar/fxul_venta_casa_formosa
43232,2014-06-01,apartment,Constitución,|Argentina|Capital Federal|Constitución|,-34.630001,-58.386851,87000.0,USD,87000.0,72.0,,,http://www.properati.com.ar/fxum_venta_departamento_constitucion
43233,2014-06-01,house,Misiones,|Argentina|Misiones|,-27.604435,-55.323848999999996,550000.0,ARS,67650.67,,,,http://www.properati.com.ar/fxur_venta_casa_misiones
43234,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.825373,-58.402873,130000.0,USD,130000.0,780.0,,,http://www.properati.com.ar/fxv1_venta_casa_burzaco
43235,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,40000.0,USD,40000.0,,,,http://www.properati.com.ar/fxv3_venta_departamento_villa-sarmiento
43236,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,40000.0,USD,40000.0,,,,http://www.properati.com.ar/fxv5_venta_departamento_villa-sarmiento
43237,2014-06-01,house,Rafael Castillo,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Rafael Castillo|,-34.693006,-58.61158199999999,78000.0,USD,78000.0,300.0,,,http://www.properati.com.ar/fxv7_venta_casa_rafael-castillo
43238,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.833752000000004,-58.382629,85000.0,USD,85000.0,217.0,,,http://www.properati.com.ar/fxv8_venta_casa_burzaco
43239,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,50000.0,USD,50000.0,51.0,,,http://www.properati.com.ar/fxv9_venta_departamento_villa-sarmiento
43240,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.835058000000004,-58.376870999999994,110000.0,USD,110000.0,450.0,,,http://www.properati.com.ar/fxva_venta_casa_burzaco
43241,2014-06-01,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,-34.647356,-58.622613,42000.0,USD,42000.0,29.0,,,http://www.properati.com.ar/fxvc_venta_departamento_moron
43242,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,45000.0,USD,45000.0,44.0,,,http://www.properati.com.ar/fxvd_venta_departamento_villa-sarmiento
43243,2014-06-01,house,Longchamps,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Longchamps|,-34.854152,-58.393785,130000.0,USD,130000.0,210.0,,,http://www.properati.com.ar/fxvf_venta_casa_longchamps
43244,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,40000.0,USD,40000.0,33.0,,,http://www.properati.com.ar/fxvg_venta_departamento_villa-sarmiento
43245,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.615974,-58.438168000000005,55000.0,USD,55000.0,350.0,,,http://www.properati.com.ar/fxvi_venta_casa_burzaco
43246,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,50000.0,USD,50000.0,59.0,,,http://www.properati.com.ar/fxvj_venta_departamento_villa-sarmiento
43247,2014-06-01,house,Glew,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Glew|,-34.830985,-58.38985400000001,140000.0,USD,140000.0,970.0,,,http://www.properati.com.ar/fxvm_venta_casa_glew
43248,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,40000.0,USD,40000.0,34.0,,,http://www.properati.com.ar/fxvn_venta_departamento_villa-sarmiento
43249,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.820846,-58.38604300000001,150000.0,USD,150000.0,321.0,,,http://www.properati.com.ar/fxvo_venta_casa_burzaco
43250,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,40000.0,USD,40000.0,34.0,,,http://www.properati.com.ar/fxvq_venta_departamento_villa-sarmiento
43251,2014-06-01,house,Burzaco,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,-34.824279,-58.37687,150000.0,USD,150000.0,370.0,,,http://www.properati.com.ar/fxvr_venta_casa_burzaco
43252,2014-06-01,apartment,Villa Sarmiento,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,-34.634101,-58.583015,55000.0,USD,55000.0,62.0,,,http://www.properati.com.ar/fxvt_venta_departamento_villa-sarmiento
43253,2014-06-01,apartment,Villa Luro,|Argentina|Capital Federal|Villa Luro|,-34.639203,-58.49915,,,,,,,http://www.properati.com.ar/fxw3_venta_departamento_villa-luro
43254,2014-06-01,apartment,Villa Luro,|Argentina|Capital Federal|Villa Luro|,-34.638387,-58.504495,,,,,,,http://www.properati.com.ar/fxw4_venta_departamento_villa-luro
43255,2014-06-01,apartment,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.462246,-58.914329,644000.0,ARS,79203.05,46.0,2.0,,http://www.properati.com.ar/fxw8_venta_departamento_pilar
43256,2014-06-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.552814,-58.46025899999999,147000.0,USD,147000.0,55.0,2.0,,http://www.properati.com.ar/fxx2_venta_departamento_nunez_quesada_2100
43257,2014-06-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.324581,-58.991028,55000.0,USD,55000.0,,,,http://www.properati.com.ar/fxx3_venta_casa_pilar_pilar_100
43258,2014-06-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.324581,-58.991028,,,,850.0,,,http://www.properati.com.ar/fxx4_venta_casa_pilar_pilar_100
43259,2014-06-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.453061,-58.908173,160000.0,USD,160000.0,800.0,,,http://www.properati.com.ar/fxx5_venta_casa_pilar_ruta-provincial-25_100
43260,2014-06-01,house,Trenque Lauquen,|Argentina|Buenos Aires Interior|Trenque Lauquen|Trenque Lauquen|,,,,,,564.0,4.0,,http://www.properati.com.ar/fxx6_venta_casa_trenque-lauquen_r-rodriguez-mera_1200
43261,2014-06-01,apartment,Martínez,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,,,78500.0,USD,78500.0,38.0,1.0,,http://www.properati.com.ar/fxx7_venta_departamento_martinez_beruti_1400
43262,2014-06-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,-34.473014,-58.51251800000001,135000.0,USD,135000.0,59.0,2.0,,http://www.properati.com.ar/fxxb_venta_departamento_san-isidro_cosme-beccar_100
43263,2014-06-01,house,Moreno,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,-34.604104,-58.861148,,,,300.0,,,http://www.properati.com.ar/fxxc_venta_casa_moreno_almafuerte_3900
43264,2014-06-01,house,Moreno,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,-34.604104,-58.861148,235000.0,USD,235000.0,140.0,,,http://www.properati.com.ar/fxxd_venta_casa_moreno_almafuerte_3900
43265,2014-06-01,house,Moreno,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,-34.604104,-58.861148,315000.0,USD,315000.0,166.0,,,http://www.properati.com.ar/fxxe_venta_casa_moreno_almafuerte_3900
43266,2014-06-01,house,Moreno,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,-34.604104,-58.861148,,,,120.0,,,http://www.properati.com.ar/fxxf_venta_casa_moreno_almafuerte_3900
43267,2014-06-01,house,Ituzaingó,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,-34.625440999999995,-58.662411,99000.0,USD,99000.0,170.0,4.0,,http://www.properati.com.ar/fxxi_venta_casa_ituzaingo_filipinas_1000
43268,2014-06-01,apartment,Castelar,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,-34.681298999999996,-58.66484499999999,470000.0,ARS,57803.46,60.0,3.0,,http://www.properati.com.ar/fxxj_venta_departamento_castelar_saladillo_3400
43269,2014-06-01,apartment,Haedo,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,-34.641673,-58.600072,120000.0,USD,120000.0,100.0,4.0,,http://www.properati.com.ar/fxxk_venta_departamento_haedo_las-flores_400
43270,2014-06-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.646192,-58.520005000000005,220000.0,USD,220000.0,250.0,,,http://www.properati.com.ar/fxxl_venta_casa_pilar
43271,2014-06-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.646192,-58.520005000000005,220000.0,USD,220000.0,250.0,,,http://www.properati.com.ar/fxxm_venta_casa_pilar
43272,2014-06-01,house,Versalles,|Argentina|Capital Federal|Versalles|,-34.627848,-58.527917,,,,220.0,,,http://www.properati.com.ar/fxxn_venta_casa_versalles_caranday_900
43273,2014-06-01,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,-34.44195,-58.560226,,,,,2.0,,http://www.properati.com.ar/fxxp_venta_departamento_san-fernando_belgrano_900
43274,2014-06-01,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,-34.44195,-58.560226,,,,,2.0,,http://www.properati.com.ar/fxxq_venta_departamento_san-fernando_belgrano_900
43275,2014-06-01,house,Quilmes,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,,,,,,140.0,4.0,,http://www.properati.com.ar/fxxt_venta_casa_quilmes_avenida-bartolome-mitre
43276,2014-06-01,house,Berazategui Oeste,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui Oeste|,,,,,,496.0,,,http://www.properati.com.ar/fxxu_venta_casa_berazategui-oeste_calle-103
43277,2014-06-01,apartment,Olivos,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,,,174900.0,USD,174900.0,72.0,,,http://www.properati.com.ar/fxy2_venta_departamento_olivos
43278,2014-06-01,PH,La Matanza,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,-34.692887,-58.594046999999996,450000.0,USD,450000.0,,1.0,,http://www.properati.com.ar/fxyr_venta_ph_la-matanza
43279,2014-06-01,PH,La Matanza,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,-34.692816,-58.594176000000004,590000.0,USD,590000.0,,2.0,,http://www.properati.com.ar/fxys_venta_ph_la-matanza
43280,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.62362,-58.43709499999999,120000.0,USD,120000.0,63.0,2.0,,http://www.properati.com.ar/fxyv_venta_departamento_capital-federal
43281,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.621412,-58.454770999999994,165000.0,USD,165000.0,106.0,3.0,,http://www.properati.com.ar/fxyw_venta_departamento_capital-federal
43282,2014-06-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.984898,-60.687397,575000.0,ARS,70717.0,181.0,5.0,,http://www.properati.com.ar/fxyx_venta_casa_santa-fe
43283,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.952052,-60.667801000000004,515000.0,ARS,63337.84,31.0,,,http://www.properati.com.ar/fxyy_venta_departamento_santa-fe
43284,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.545497,-58.478525,1140000.0,ARS,140204.15,59.0,1.0,,http://www.properati.com.ar/fxyz_venta_departamento_capital-federal
43285,2014-06-01,house,Mendoza,|Argentina|Mendoza|Mendoza|,-32.923834,-68.799562,,,,,3.0,,http://www.properati.com.ar/fxz6_venta_casa_mendoza
43286,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.935027000000005,-60.645773,,,,,1.0,,http://www.properati.com.ar/fxz9_venta_departamento_santa-fe
43287,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.953565999999995,-60.645626,1312000.0,ARS,161357.76,111.0,2.0,,http://www.properati.com.ar/fxza_venta_departamento_santa-fe
43288,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.953565999999995,-60.645626,644000.0,ARS,79203.05,70.0,1.0,,http://www.properati.com.ar/fxzd_venta_departamento_santa-fe
43289,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.935027000000005,-60.645773,,,,,2.0,,http://www.properati.com.ar/fxze_venta_departamento_santa-fe
43290,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.947453,-60.6692,525000.0,ARS,64567.7,30.0,1.0,,http://www.properati.com.ar/fxzf_venta_departamento_santa-fe
43291,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.94161,-60.672340000000005,,,,,2.0,,http://www.properati.com.ar/fxzg_venta_departamento_santa-fe
43292,2014-06-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.953565999999995,-60.645626,520000.0,ARS,63952.77,48.0,1.0,,http://www.properati.com.ar/fxzh_venta_departamento_santa-fe
43293,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.5803,-58.489734999999996,73000.0,USD,73000.0,38.0,1.0,,http://www.properati.com.ar/fxzk_venta_departamento_capital-federal
43294,2014-06-01,house,Capital Federal,|Argentina|Capital Federal|,-34.219986999999996,-58.68784,110000.0,USD,110000.0,118.0,2.0,,http://www.properati.com.ar/fxzm_venta_casa_capital-federal
43295,2014-06-01,house,Malvinas Argentinas,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|,-34.49028,-58.743486,260000.0,ARS,31976.38,70.0,2.0,,http://www.properati.com.ar/fxzn_venta_casa_malvinas-argentinas
43296,2014-06-01,PH,Capital Federal,|Argentina|Capital Federal|,-34.555371,-58.48723199999999,128000.0,USD,128000.0,80.0,1.0,,http://www.properati.com.ar/fxzp_venta_ph_capital-federal
43297,2014-06-01,house,Malvinas Argentinas,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|,-34.518525,-58.686006000000006,250000.0,USD,250000.0,323.0,1.0,,http://www.properati.com.ar/fxzq_venta_casa_malvinas-argentinas
43298,2014-06-01,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,-34.438575,-58.562968999999995,135000.0,USD,135000.0,134.0,1.0,,http://www.properati.com.ar/fxzr_venta_departamento_san-fernando
43299,2014-06-01,PH,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,-34.536541,-58.479861,170000.0,USD,170000.0,20.0,1.0,,http://www.properati.com.ar/fxzs_venta_ph_vicente-lopez
43300,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.598137,-58.444827000000004,110000.0,USD,110000.0,54.0,1.0,,http://www.properati.com.ar/fxzu_venta_departamento_capital-federal
43301,2014-06-01,house,Capital Federal,|Argentina|Capital Federal|,-34.339928,-58.83355400000001,115000.0,USD,115000.0,178.0,3.0,,http://www.properati.com.ar/fxzv_venta_casa_capital-federal
43302,2014-06-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.59623,-58.373979000000006,99900.0,USD,99900.0,40.0,1.0,,http://www.properati.com.ar/fxzx_venta_departamento_capital-federal
