,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
47910,2014-07-01,apartment,Córdoba,|Argentina|Córdoba|,-31.413619,-64.192415,157000.0,USD,157000.0,,,,http://www.properati.com.ar/gzex_venta_departamento_cordoba
47911,2014-07-01,apartment,Córdoba,|Argentina|Córdoba|,-31.413619,-64.192415,163000.0,USD,163000.0,,,,http://www.properati.com.ar/gzey_venta_departamento_cordoba
47912,2014-07-01,apartment,Córdoba,|Argentina|Córdoba|,-31.413619,-64.192415,151000.0,USD,151000.0,,,,http://www.properati.com.ar/gzez_venta_departamento_cordoba
47913,2014-07-01,apartment,Córdoba,|Argentina|Córdoba|,-31.413619,-64.192415,156000.0,USD,156000.0,,,,http://www.properati.com.ar/gzf1_venta_departamento_cordoba
47914,2014-07-01,apartment,Córdoba,|Argentina|Córdoba|,-31.413575,-64.192399,110000.0,USD,110000.0,,,,http://www.properati.com.ar/gzf2_venta_departamento_cordoba
47915,2014-07-01,apartment,Floresta,|Argentina|Capital Federal|Floresta|,-34.615974,-58.438168000000005,115000.0,USD,115000.0,76.0,,,http://www.properati.com.ar/gzf4_venta_departamento_floresta
47916,2014-07-01,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.574047,-58.431763000000004,110000.0,USD,110000.0,42.0,2.0,,http://www.properati.com.ar/gzf5_venta_departamento_las-canitas
47917,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.60881,-58.441454,105000.0,USD,105000.0,,1.0,,http://www.properati.com.ar/gzfc_venta_departamento_capital-federal
47918,2014-07-01,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.596957,-58.410252,130000.0,USD,130000.0,43.0,2.0,,http://www.properati.com.ar/gzfg_venta_departamento_barrio-norte
47919,2014-07-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.591296,-58.418218,89000.0,USD,89000.0,,2.0,,http://www.properati.com.ar/gzfh_venta_departamento_palermo
47920,2014-07-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.554713,-58.467312,119000.0,USD,119000.0,67.0,2.0,,http://www.properati.com.ar/gzfi_venta_departamento_nunez
47921,2014-07-01,apartment,San Carlos de Bariloche,|Argentina|Río Negro|San Carlos de Bariloche|,-41.136503999999995,-71.307535,82000.0,USD,82000.0,38.0,2.0,,http://www.properati.com.ar/gzfj_venta_departamento_san-carlos-de-bariloche
47922,2014-07-01,apartment,Beccar,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,-34.460789,-58.527581999999995,175000.0,USD,175000.0,77.0,3.0,,http://www.properati.com.ar/gzfn_venta_departamento_san-isidro
47923,2014-07-01,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.406323,-58.647788,188900.0,USD,188900.0,,3.0,,http://www.properati.com.ar/gzft_venta_departamento_nordelta
47924,2014-07-01,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.398877,-58.658997,1200000.0,USD,1200000.0,640.0,6.0,,http://www.properati.com.ar/gzfv_venta_casa_nordelta
47925,2014-07-01,house,Puerto Madryn,|Argentina|Chubut|Puerto Madryn|,-42.788284999999995,-65.029905,1100000.0,ARS,134737.87,83.0,3.0,,http://www.properati.com.ar/gzfx_venta_casa_puerto-madryn
47926,2014-07-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.952764,-60.645598,,,,,,,http://www.properati.com.ar/gzgb_venta_departamento_rosario
47927,2014-07-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.965565999999995,-60.634083999999994,,,,,,,http://www.properati.com.ar/gzgc_venta_departamento_rosario
47928,2014-07-01,apartment,San Clemente del Tuyú,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,-36.360561,-56.718775,40000.0,USD,40000.0,,,,http://www.properati.com.ar/gzgg_alquiler-temporal_departamento_san-clemente-del-tuyu
47929,2014-07-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.577797,-58.424096,192000.0,USD,192000.0,70.0,2.0,1500.0,http://www.properati.com.ar/gzgh_venta_departamento_palermo_beruti_4575
47930,2014-07-01,house,Ituzaingó,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,-34.62246,-58.694291,250000.0,USD,250000.0,160.0,3.0,,http://www.properati.com.ar/gzgj_venta_casa_ituzaingo
47931,2014-07-01,house,Floresta,|Argentina|Capital Federal|Floresta|,-34.631231,-58.48568100000001,115000.0,USD,115000.0,70.0,2.0,,http://www.properati.com.ar/gzgm_venta_casa_floresta
47932,2014-07-01,apartment,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,,94500.0,USD,94500.0,54.0,1.0,,http://www.properati.com.ar/gzgo_venta_departamento_pilar
47933,2014-07-01,house,San Clemente del Tuyú,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,-36.358578,-56.725423,52000.0,USD,52000.0,500.0,,,http://www.properati.com.ar/h1p3_venta_casa_san-clemente-del-tuyu
47934,2014-07-01,house,San Clemente del Tuyú,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,-36.360858,-56.72535799999999,98000.0,USD,98000.0,800.0,,,http://www.properati.com.ar/h1p4_venta_casa_san-clemente-del-tuyu
47935,2014-07-01,house,San Clemente del Tuyú,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,-36.34655,-56.725170999999996,,,,280.0,,,http://www.properati.com.ar/h1p5_venta_casa_san-clemente-del-tuyu
47936,2014-07-01,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.425087,-58.579657999999995,135000.0,USD,135000.0,75.0,,,http://www.properati.com.ar/h1p7_venta_departamento_nordelta
47937,2014-07-01,house,Viedma,|Argentina|Río Negro|Viedma|,-40.829006,-62.983787,,,,180.0,,,http://www.properati.com.ar/h1p8_venta_casa_viedma
47938,2014-07-01,PH,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,-34.655861,-58.616721,90000.0,USD,90000.0,146.0,,,http://www.properati.com.ar/h1p9_venta_ph_moron
47939,2014-07-01,house,Viedma,|Argentina|Río Negro|Viedma|,,,,,,600.0,,,http://www.properati.com.ar/h1pa_venta_casa_viedma
47940,2014-07-01,PH,Martín Coronado,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,-34.58575,-58.585786,75000.0,USD,75000.0,,,,http://www.properati.com.ar/h1pf_venta_ph_martin-coronado
47941,2014-07-01,house,La Reja,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|La Reja|,-34.630882,-58.825803,160000.0,ARS,19636.23,400.0,,,http://www.properati.com.ar/h1ph_venta_casa_la-reja
47942,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-36.353345000000004,-56.719498,65000.0,USD,65000.0,,,,http://www.properati.com.ar/h1pl_venta_departamento_capital-federal
47943,2014-07-01,house,Libertad,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Libertad|,-34.685741,-58.70188,,,,220.0,,,http://www.properati.com.ar/h1pm_venta_casa_libertad
47944,2014-07-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.550993,-58.447502,137850.0,USD,137850.0,55.0,1.0,,http://www.properati.com.ar/h1ra_venta_departamento_nunez_monroe-av-_1200
47945,2014-07-01,house,Florida,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,-34.526868,-58.486940000000004,360000.0,USD,360000.0,300.0,,,http://www.properati.com.ar/h1rg_venta_casa_florida
47946,2014-07-01,house,Acassuso,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,-34.486902,-58.508974,270000.0,USD,270000.0,232.0,,,http://www.properati.com.ar/h1rh_venta_casa_acassuso
47947,2014-07-01,apartment,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.451013,-58.626787,130000.0,USD,130000.0,56.0,1.0,1400.0,http://www.properati.com.ar/h1rp_alquiler_departamento_nordelta
47948,2014-07-01,apartment,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,-34.57215,-58.488486,178000.0,USD,178000.0,90.0,3.0,,http://www.properati.com.ar/h1rr_venta_departamento_villa-urquiza
47949,2014-07-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.554091,-58.465489,100282.0,USD,100282.0,39.0,,,http://www.properati.com.ar/h1ru_venta_departamento_nunez_ibera_2500
47950,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.603722999999995,-58.381593,215600.0,USD,215600.0,102.0,,,http://www.properati.com.ar/h1rw_venta_departamento_capital-federal
47951,2014-07-01,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,-34.398922,-58.628240000000005,280000.0,USD,280000.0,882.0,,,http://www.properati.com.ar/h1rx_venta_casa_tigre
47952,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.603722999999995,-58.381593,140800.0,USD,140800.0,58.0,,,http://www.properati.com.ar/h1ry_venta_departamento_capital-federal
47953,2014-07-01,house,Capital Federal,|Argentina|Capital Federal|,-34.603722999999995,-58.381593,480000.0,USD,480000.0,314.0,,,http://www.properati.com.ar/h1s0_venta_casa_capital-federal
47954,2014-07-01,house,Punilla,|Argentina|Córdoba|Punilla|,-31.482336,-64.53398,700000.0,ARS,85908.54,,,,http://www.properati.com.ar/h1s4_venta_casa_punilla
47955,2014-07-01,house,Punilla,|Argentina|Córdoba|Punilla|,-31.481751000000003,-64.533293,800000.0,ARS,98181.19,,,,http://www.properati.com.ar/h1s5_venta_casa_punilla
47956,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,,,85000.0,USD,85000.0,40.0,1.0,,http://www.properati.com.ar/h1sc_venta_departamento_capital-federal
47957,2014-07-01,house,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,-34.503608,-58.549271999999995,200000.0,USD,200000.0,190.0,3.0,,http://www.properati.com.ar/h1sd_venta_casa_san-isidro
47958,2014-07-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.937195,-60.648791,1195000.0,ARS,146374.32,90.0,3.0,,http://www.properati.com.ar/h1se_venta_departamento_santa-fe
47959,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.555161,-58.459058999999996,170000.0,USD,170000.0,82.0,3.0,,http://www.properati.com.ar/h1sf_venta_departamento_capital-federal
47960,2014-07-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,-34.490254,-58.582722,50000.0,USD,50000.0,97.0,5.0,,http://www.properati.com.ar/h1sg_venta_departamento_san-isidro
47961,2014-07-01,house,Capital Federal,|Argentina|Capital Federal|,-34.888511,-58.48510600000001,255000.0,USD,255000.0,180.0,3.0,,http://www.properati.com.ar/h1si_venta_casa_capital-federal
47962,2014-07-01,house,Escobar,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,-34.423656,-58.730679,,,,,3.0,,http://www.properati.com.ar/h1sj_venta_casa_escobar
47963,2014-07-01,house,Capital Federal,|Argentina|Capital Federal|,-34.372558000000005,-58.692827,270000.0,USD,270000.0,182.0,3.0,,http://www.properati.com.ar/h1sm_venta_casa_capital-federal
47964,2014-07-01,PH,La Matanza,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,-34.64689,-58.57408,55000.0,USD,55000.0,28.0,1.0,,http://www.properati.com.ar/h1sn_venta_ph_la-matanza
47965,2014-07-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-31.661838,-60.718235,,,,,2.0,,http://www.properati.com.ar/h1sv_venta_departamento_santa-fe
47966,2014-07-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-31.657856,-60.759802,500000.0,ARS,61244.48,20.0,1.0,,http://www.properati.com.ar/h1sw_venta_casa_santa-fe
47967,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.624031,-58.390308,47000.0,USD,47000.0,26.0,1.0,,http://www.properati.com.ar/h1sy_venta_departamento_capital-federal_cochabamba_1750
47968,2014-07-01,apartment,Quilmes,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,-34.711263,-58.294325,855000.0,ARS,104728.07,60.0,1.0,,http://www.properati.com.ar/h1t0_venta_departamento_quilmes
47969,2014-07-01,house,Quilmes,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,-34.703288,-58.28120500000001,,,,,3.0,,http://www.properati.com.ar/h1t1_venta_casa_quilmes
47970,2014-07-01,house,Avellaneda,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|,-34.697661,-58.31268299999999,,,,,3.0,,http://www.properati.com.ar/h1t3_venta_casa_avellaneda
47971,2014-07-01,apartment,Quilmes,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,-34.716078,-58.257203000000004,,,,,1.0,,http://www.properati.com.ar/h1t6_venta_departamento_quilmes
47972,2014-07-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,,,,,,,2.0,,http://www.properati.com.ar/h1t8_venta_casa_santa-fe
47973,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,115000.0,USD,115000.0,46.0,1.0,,http://www.properati.com.ar/h1tg_venta_departamento_capital-federal
47974,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,110000.0,USD,110000.0,48.0,1.0,,http://www.properati.com.ar/h1tj_venta_departamento_capital-federal
47975,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,100000.0,USD,100000.0,50.0,1.0,,http://www.properati.com.ar/h1tl_venta_departamento_capital-federal
47976,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,90000.0,USD,90000.0,47.0,1.0,,http://www.properati.com.ar/h1tm_venta_departamento_capital-federal
47977,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,100000.0,USD,100000.0,50.0,2.0,,http://www.properati.com.ar/h1tr_venta_departamento_capital-federal
47978,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,110000.0,USD,110000.0,46.0,1.0,,http://www.properati.com.ar/h1tu_venta_departamento_capital-federal
47979,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,140000.0,USD,140000.0,77.0,1.0,,http://www.properati.com.ar/h1tv_venta_departamento_capital-federal
47980,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.618875,-58.403615,115000.0,USD,115000.0,48.0,1.0,,http://www.properati.com.ar/h1tw_venta_departamento_capital-federal
47981,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.609264,-58.496575,155000.0,USD,155000.0,119.0,1.0,,http://www.properati.com.ar/h1u2_venta_departamento_capital-federal
47982,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.609193,-58.49664,134000.0,USD,134000.0,110.0,1.0,,http://www.properati.com.ar/h1u3_venta_departamento_capital-federal
47983,2014-07-01,apartment,Villa Gesell,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,-37.254881,-56.965134,67000.0,USD,67000.0,45.0,1.0,,http://www.properati.com.ar/h1u6_venta_departamento_villa-gesell
47984,2014-07-01,apartment,Villa Gesell,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,-37.254881,-56.965134,109000.0,USD,109000.0,68.0,2.0,,http://www.properati.com.ar/h1u7_venta_departamento_villa-gesell
47985,2014-07-01,apartment,Villa Gesell,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,-37.254881,-56.965134,98000.0,USD,98000.0,68.0,2.0,,http://www.properati.com.ar/h1u8_venta_departamento_villa-gesell
47986,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.602123999999996,-58.46777900000001,114000.0,USD,114000.0,94.0,3.0,,http://www.properati.com.ar/h1u9_venta_departamento_capital-federal
47987,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.63362,-58.416098,89500.0,USD,89500.0,60.0,1.0,,http://www.properati.com.ar/h1ub_venta_departamento_capital-federal
47988,2014-07-01,PH,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,-34.534808,-58.476319,134000.0,USD,134000.0,20.0,2.0,,http://www.properati.com.ar/h1ud_venta_ph_vicente-lopez
47989,2014-07-01,house,Paraná,|Argentina|Entre Ríos|Paraná|,-31.762741,-60.489830000000005,300000.0,ARS,36746.69,20.0,2.0,,http://www.properati.com.ar/h1ui_venta_casa_parana
47990,2014-07-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-31.644989000000002,-60.695758,,,,,3.0,,http://www.properati.com.ar/h1uk_venta_casa_santa-fe
47991,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.568833000000005,-58.502787,86500.0,USD,86500.0,48.0,1.0,,http://www.properati.com.ar/h1up_venta_departamento_capital-federal
47992,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.585278,-58.403932999999995,114000.0,USD,114000.0,37.0,1.0,,http://www.properati.com.ar/h1uq_venta_departamento_capital-federal
47993,2014-07-01,PH,Capital Federal,|Argentina|Capital Federal|,-34.559807,-58.478547,196000.0,USD,196000.0,20.0,4.0,,http://www.properati.com.ar/h1ur_venta_ph_capital-federal
47994,2014-07-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.595892,-58.402947,185000.0,USD,185000.0,76.0,2.0,,http://www.properati.com.ar/h1us_venta_departamento_capital-federal_pueyrredon-av-_1300
47995,2014-07-01,apartment,Caballito,|Argentina|Capital Federal|Caballito|,-34.608121999999995,-58.458934,59500.0,USD,59500.0,27.0,1.0,,http://www.properati.com.ar/h1vb_venta_departamento_caballito
47996,2014-07-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.554091,-58.465489,99510.0,USD,99510.0,39.0,,,http://www.properati.com.ar/h1vc_venta_departamento_nunez_ibera_2500
47997,2014-07-01,house,Córdoba,|Argentina|Córdoba|,-31.479416999999998,-64.179415,250000.0,USD,250000.0,,,,http://www.properati.com.ar/h1vd_venta_casa_cordoba
