,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
47301,2013-08-01,apartment,Capital Federal,|Argentina|Capital Federal|,-34.598942,-58.500647,130896.0,USD,130896.0,88.0,2.0,,http://www.properati.com.ar/916z_venta_departamento_capital-federal
47302,2013-08-01,house,Campana,|Argentina|Buenos Aires Interior|Campana|,,,205000.0,USD,205000.0,20.0,2.0,,http://www.properati.com.ar/9170_venta_casa_campana
47303,2013-08-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.591586,-58.385966,595000.0,USD,595000.0,,2.0,,http://www.properati.com.ar/9172_venta_departamento_recoleta_quintana-manuel-pres-av-_100
47304,2013-08-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.587855,-58.39534200000001,140000.0,USD,140000.0,,2.0,,http://www.properati.com.ar/9173_venta_departamento_recoleta_azcuenaga_1900
47305,2013-08-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.597944,-58.415853000000006,118000.0,USD,118000.0,,2.0,,http://www.properati.com.ar/9174_venta_departamento_palermo_cordoba-av-_3500
47306,2013-08-02,house,Berazategui,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui|,,,800000.0,USD,800000.0,476.0,5.0,,http://www.properati.com.ar/917a_venta_casa_berazategui
47307,2013-08-02,apartment,San Cristobal,|Argentina|Capital Federal|San Cristobal|,-34.618726,-58.40344399999999,70300.0,USD,70300.0,46.0,1.0,,http://www.properati.com.ar/917b_venta_departamento_san-cristobal_jujuy-av-_800
47308,2013-08-02,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.590938,-58.391121999999996,600000.0,USD,600000.0,196.0,3.0,,http://www.properati.com.ar/917c_alquiler_departamento_recoleta_callao-av-_1600
47309,2013-08-02,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,,1100000.0,USD,1100000.0,415.0,5.0,,http://www.properati.com.ar/917e_venta_casa_pilar
47310,2013-08-02,house,Junin de los Andes,|Argentina|Neuquén|Junin de los Andes|,-39.942417999999996,-71.075496,,,,100.0,4.0,,http://www.properati.com.ar/917g_venta_casa_junin-de-los-andes_a-aniceto
47311,2013-08-02,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.592960999999995,-58.37698100000001,445000.0,USD,445000.0,153.0,2.0,,http://www.properati.com.ar/917l_venta_departamento_barrio-norte_juncal_700
