,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
44367,2013-09-01,apartment,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,-34.452135,-58.5398,128500.0,USD,128500.0,62.0,3.0,,http://www.properati.com.ar/9etv_venta_departamento_tigre
44368,2013-09-01,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,-34.872218,-58.085139,,,,90.0,5.0,,http://www.properati.com.ar/9ety_venta_departamento_la-plata
44369,2013-09-01,apartment,Costa Uruguay Sur,|Argentina|Entre Ríos|Costa Uruguay Sur|,-34.603771,-58.381586999999996,,,,30.0,1.0,,http://www.properati.com.ar/9eu0_venta_departamento_costa-uruguay-sur
44370,2013-09-01,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,-34.913131,-57.920641,,,,64.0,3.0,,http://www.properati.com.ar/9eu2_venta_departamento_la-plata
44371,2013-09-01,house,Hurlingham,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Hurlingham|,-34.574686,-58.638549,105000.0,USD,105000.0,100.0,,,http://www.properati.com.ar/9eu3_venta_casa_hurlingham
44372,2013-09-01,apartment,Caseros,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,-34.600116,-58.565334,54000.0,USD,54000.0,43.0,2.0,,http://www.properati.com.ar/9eu4_venta_departamento_caseros
44373,2013-09-01,apartment,Caseros,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,-34.599168,-58.563448,388000.0,ARS,68058.3,37.0,2.0,,http://www.properati.com.ar/9eu5_venta_departamento_caseros
44374,2013-09-01,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,-34.930485,-57.939942,,,,50.0,2.0,,http://www.properati.com.ar/9eu6_venta_departamento_la-plata
44375,2013-09-01,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,-34.606324,-58.402694999999994,90000.0,USD,90000.0,66.0,3.0,,http://www.properati.com.ar/9eu7_venta_departamento_balvanera
44376,2013-09-01,apartment,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.942906,-60.635468,1580000.0,ARS,277144.64,100.0,3.0,,http://www.properati.com.ar/9eue_venta_departamento_santa-fe
44377,2013-09-01,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.574117,-58.42111800000001,120000.0,USD,120000.0,30.0,3.0,,http://www.properati.com.ar/9euj_venta_departamento_las-canitas
44378,2013-09-01,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,-34.648969,-58.607923,38500.0,USD,38500.0,26.0,1.0,,http://www.properati.com.ar/9eul_venta_departamento_moron
44379,2013-09-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-32.969094,-60.627786,870000.0,ARS,152604.96,120.0,,,http://www.properati.com.ar/9eup_venta_casa_santa-fe
44380,2013-09-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.56158,-58.457106,95000.0,USD,95000.0,40.0,2.0,,http://www.properati.com.ar/9eur_venta_departamento_belgrano
44381,2013-09-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,-34.468101000000004,-58.52069300000001,893630.0,ARS,156749.85,58.0,2.0,,http://www.properati.com.ar/9euw_venta_departamento_san-isidro
44382,2013-09-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.589926,-58.400188,350000.0,USD,350000.0,139.0,5.0,,http://www.properati.com.ar/9eux_venta_departamento_recoleta
44383,2013-09-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,-34.468101000000004,-58.52069300000001,902040.0,ARS,158225.03,58.0,2.0,,http://www.properati.com.ar/9euy_venta_departamento_san-isidro
44384,2013-09-01,PH,Floresta,|Argentina|Capital Federal|Floresta|,-34.627677,-58.493370999999996,130000.0,USD,130000.0,76.0,,,http://www.properati.com.ar/9ev0_venta_ph_floresta
44385,2013-09-01,apartment,Victoria,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,-34.455643,-58.539536,96200.0,USD,96200.0,53.0,3.0,,http://www.properati.com.ar/9ev2_venta_departamento_victoria
44386,2013-09-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,-34.468101000000004,-58.52069300000001,850447.0,ARS,149175.2,58.0,2.0,,http://www.properati.com.ar/9ev5_venta_departamento_san-isidro
44387,2013-09-01,apartment,Victoria,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,-34.451923,-58.541782999999995,110000.0,USD,110000.0,55.0,1.0,,http://www.properati.com.ar/9ev6_venta_departamento_victoria
44388,2013-09-01,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.566176,-58.432226,1100000.0,USD,1100000.0,435.0,5.0,,http://www.properati.com.ar/9ev8_venta_departamento_palermo-chico
44389,2013-09-01,apartment,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,-34.434852,-58.548061,105700.0,USD,105700.0,61.0,2.0,,http://www.properati.com.ar/9evb_venta_departamento_san-isidro
44390,2013-09-01,PH,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,-34.91386,-57.953561,,,,120.0,,,http://www.properati.com.ar/9evc_venta_ph_la-plata
44391,2013-09-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.593146000000004,-58.391507,540000.0,USD,540000.0,263.0,5.0,,http://www.properati.com.ar/9evf_venta_departamento_recoleta
44392,2013-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.551493,-58.457891000000004,178000.0,USD,178000.0,47.0,3.0,,http://www.properati.com.ar/9evh_venta_departamento_nunez
44393,2013-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.551493,-58.457891000000004,,,,38.0,2.0,,http://www.properati.com.ar/9evl_venta_departamento_nunez
44394,2013-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.551493,-58.457891000000004,,,,38.0,1.0,,http://www.properati.com.ar/9evm_venta_departamento_nunez
44395,2013-09-01,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,-34.914078,-57.953389,,,,120.0,2.0,,http://www.properati.com.ar/9evn_venta_departamento_la-plata
44396,2013-09-01,apartment,Berazategui,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui|,-34.754855,-58.22835,,,,52.0,2.0,,http://www.properati.com.ar/9evo_venta_departamento_berazategui
44397,2013-09-01,house,Santa Fe,|Argentina|Santa Fe|Santa Fe|,-33.08333,-60.56666,,,,202.0,,,http://www.properati.com.ar/9evs_venta_casa_santa-fe
44398,2013-09-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.592499,-58.398768000000004,84000.0,USD,84000.0,32.0,2.0,,http://www.properati.com.ar/9evv_venta_departamento_recoleta
44399,2013-09-01,house,San Martín,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,-34.566321,-58.550197999999995,300000.0,USD,300000.0,173.0,,,http://www.properati.com.ar/9evy_venta_casa_san-martin
44400,2013-09-01,apartment,Caballito,|Argentina|Capital Federal|Caballito|,-34.609728999999994,-58.448361,98000.0,USD,98000.0,40.0,2.0,,http://www.properati.com.ar/9evz_venta_departamento_caballito
44401,2013-09-01,PH,Lanús Oeste,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,-34.682421999999995,-58.393043000000006,75000.0,USD,75000.0,80.0,,,http://www.properati.com.ar/9ew0_venta_ph_lanus-oeste
44402,2013-09-01,apartment,Parque Centenario,|Argentina|Capital Federal|Parque Centenario|,-34.60695,-58.435936,115000.0,USD,115000.0,50.0,2.0,,http://www.properati.com.ar/9ew3_venta_departamento_parque-centenario
44403,2013-09-01,house,San Martín,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,-34.453074,-58.56404499999999,,,,250.0,,,http://www.properati.com.ar/9ew5_venta_casa_san-martin
