,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
56653,2014-11-01,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.554157000000004,-58.484481,115000.0,USD,115000.0,63.0,3.0,,http://www.properati.com.ar/j95a_venta_departamento_saavedra_avenida-garcia-del-rio_4000
56654,2014-11-01,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.549589000000005,-58.483895,132000.0,USD,132000.0,67.0,3.0,,http://www.properati.com.ar/j95c_venta_departamento_saavedra_ruiz-huidobro_3600
56655,2014-11-01,house,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,-34.560964,-58.48338100000001,420000.0,USD,420000.0,516.0,,,http://www.properati.com.ar/j95f_venta_casa_villa-urquiza_holmberg_3400
56656,2014-11-01,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.55575,-58.483284,169000.0,USD,169000.0,77.0,3.0,,http://www.properati.com.ar/j95i_venta_departamento_saavedra_estomba_3700
56657,2014-11-01,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.55575,-58.483284,115000.0,USD,115000.0,52.0,2.0,,http://www.properati.com.ar/j95m_venta_departamento_saavedra_estomba_3700
56658,2014-11-01,apartment,Caballito,|Argentina|Capital Federal|Caballito|,-34.618709,-58.431490000000004,580000.0,USD,580000.0,246.0,5.0,,http://www.properati.com.ar/j95v_venta_departamento_caballito_rosario_200
56659,2014-11-01,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,-34.605183000000004,-58.450419999999994,380000.0,USD,380000.0,320.0,5.0,,http://www.properati.com.ar/j963_venta_departamento_villa-crespo_galicia_700
56660,2014-11-01,apartment,Almagro,|Argentina|Capital Federal|Almagro|,-34.604212,-58.413073,180000.0,USD,180000.0,73.0,3.0,,http://www.properati.com.ar/j96h_venta_departamento_almagro_corrientes-av-_3400
56661,2014-11-01,apartment,Villa Ballester,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,-34.536915,-58.543845999999995,57000.0,USD,57000.0,40.0,1.0,,http://www.properati.com.ar/j96o_venta_departamento_villa-ballester_san-juan
56662,2014-11-01,house,Mar de Ajó,|Argentina|Buenos Aires Costa Atlántica|Mar de Ajó|,,,74000.0,USD,74000.0,50.0,,,http://www.properati.com.ar/j96p_venta_casa_mar-de-ajo_santiago-del-estero_600
56663,2014-11-01,apartment,Villa Ballester,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,-34.556553,-58.619167000000004,60000.0,USD,60000.0,48.0,2.0,,http://www.properati.com.ar/j96r_venta_departamento_villa-ballester
56664,2014-11-01,apartment,Villa Ballester,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,-34.567102,-58.601912,185000.0,USD,185000.0,100.0,3.0,,http://www.properati.com.ar/j96s_venta_departamento_villa-ballester
56665,2014-11-01,house,Caballito,|Argentina|Capital Federal|Caballito|,-34.616007,-58.446055,,,,265.0,6.0,,http://www.properati.com.ar/j970_venta_casa_caballito_aranguren-juan-f-dr-_1000
56666,2014-11-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.949732,-60.676306000000004,,,,,,,http://www.properati.com.ar/j975_venta_departamento_rosario
56667,2014-11-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.946981,-60.635371,,,,,,,http://www.properati.com.ar/j976_venta_departamento_rosario
56668,2014-11-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.949732,-60.676306000000004,,,,,,,http://www.properati.com.ar/j977_venta_departamento_rosario
56669,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.981137,-57.57625600000001,75000.0,USD,75000.0,75.0,3.0,,http://www.properati.com.ar/j978_venta_departamento_mar-del-plata
56670,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,,,52000.0,USD,52000.0,,1.0,,http://www.properati.com.ar/j97c_venta_departamento_mar-del-plata
56671,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.002621000000005,-57.549401,68000.0,USD,68000.0,,2.0,,http://www.properati.com.ar/j97d_venta_departamento_mar-del-plata
56672,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.00606,-57.545014,57500.0,USD,57500.0,,2.0,,http://www.properati.com.ar/j97e_venta_departamento_mar-del-plata
56673,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.000071000000005,-57.550053000000005,78000.0,USD,78000.0,40.0,2.0,,http://www.properati.com.ar/j97f_venta_departamento_mar-del-plata
56674,2014-11-01,apartment,Bahía Blanca,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,-38.717828000000004,-62.259291000000005,65000.0,USD,65000.0,60.0,3.0,,http://www.properati.com.ar/j97g_venta_departamento_bahia-blanca
56675,2014-11-01,apartment,Bahía Blanca,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,-38.715284999999994,-62.264764,700000.0,ARS,82198.21,,,,http://www.properati.com.ar/j97i_venta_departamento_bahia-blanca
56676,2014-11-01,apartment,Bahía Blanca,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,-38.709828,-62.268449,128000.0,USD,128000.0,,,,http://www.properati.com.ar/j97j_venta_departamento_bahia-blanca
56677,2014-11-01,store,Junin de los Andes,|Argentina|Neuquén|Junin de los Andes|,-39.950692,-71.07451,160000.0,USD,160000.0,247.0,,,http://www.properati.com.ar/j97l_venta_local_junin-de-los-andes
56678,2014-11-01,store,La Cruz,|Argentina|Córdoba|La Cruz|,-31.449539,-64.515688,950000.0,ARS,111554.72,110.0,,,http://www.properati.com.ar/j97q_venta_local_la-cruz
56679,2014-11-01,house,El Talar,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|El Talar|,-34.464749,-58.645391000000004,160000.0,USD,160000.0,178.0,,,http://www.properati.com.ar/j97z_venta_casa_el-talar_las-heras_1600
56680,2014-11-01,apartment,Punta del Este,|Uruguay|Punta del Este|,-34.962376,-54.943813,800000.0,USD,800000.0,106.0,3.0,,http://www.properati.com.ar/j981_venta_departamento_punta-del-este_avenida-gorlero
56681,2014-11-01,house,Punta Ballena,|Uruguay|Maldonado|Punta Ballena|,,,1150000.0,USD,1150000.0,285.0,,,http://www.properati.com.ar/j989_venta_casa_punta-ballena
56682,2014-11-01,house,Punta Ballena,|Uruguay|Maldonado|Punta Ballena|,,,1600000.0,USD,1600000.0,,,,http://www.properati.com.ar/j98a_venta_casa_punta-ballena
56683,2014-11-01,house,Punta Ballena,|Uruguay|Maldonado|Punta Ballena|,,,590000.0,USD,590000.0,275.0,,,http://www.properati.com.ar/j98b_venta_casa_punta-ballena
56684,2014-11-01,house,La Rinconada,|Argentina|Catamarca|La Rinconada|,-26.823887,-65.29077,270000.0,USD,270000.0,130.0,,,http://www.properati.com.ar/j98c_venta_casa_la-rinconada_catamarca_100
56685,2014-11-01,apartment,Rosario,|Argentina|Santa Fe|Rosario|,-32.939253,-60.652269,,,,,,,http://www.properati.com.ar/j98n_venta_departamento_rosario
56686,2014-11-01,apartment,San Miguel,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,,,650000.0,ARS,76326.91,,,,http://www.properati.com.ar/j98s_venta_departamento_san-miguel
56687,2014-11-01,apartment,Muñiz,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,,,410000.0,ARS,48144.66,,,,http://www.properati.com.ar/j98t_venta_departamento_muniz
56688,2014-11-01,house,General Pico,|Argentina|La Pampa|General Pico|,,,480000.0,ARS,56364.49,,,,http://www.properati.com.ar/j98v_venta_casa_general-pico
56689,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,65000.0,USD,65000.0,330.0,,,http://www.properati.com.ar/j98w_venta_casa_general-alvarado
56690,2014-11-01,house,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,165000.0,USD,165000.0,250.0,,,http://www.properati.com.ar/j98x_venta_casa_ramos-mejia
56691,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,55000.0,USD,55000.0,300.0,,,http://www.properati.com.ar/j98y_venta_casa_general-alvarado
56692,2014-11-01,house,Punilla,|Argentina|Córdoba|Punilla|,,,90000.0,USD,90000.0,700.0,,,http://www.properati.com.ar/j98z_venta_casa_punilla
56693,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,85000.0,USD,85000.0,300.0,,,http://www.properati.com.ar/j990_venta_casa_general-alvarado
56694,2014-11-01,house,Punilla,|Argentina|Córdoba|Punilla|,,,120000.0,USD,120000.0,785.0,,,http://www.properati.com.ar/j991_venta_casa_punilla
56695,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,90000.0,USD,90000.0,210.0,,,http://www.properati.com.ar/j992_venta_casa_general-alvarado
56696,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,115000.0,USD,115000.0,330.0,,,http://www.properati.com.ar/j993_venta_casa_general-alvarado
56697,2014-11-01,house,Punilla,|Argentina|Córdoba|Punilla|,,,180000.0,USD,180000.0,,,,http://www.properati.com.ar/j994_venta_casa_punilla
56698,2014-11-01,house,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,750000.0,ARS,88069.51,430.0,,,http://www.properati.com.ar/j995_venta_casa_general-alvarado
56699,2014-11-01,PH,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,46000.0,USD,46000.0,130.0,,,http://www.properati.com.ar/j996_venta_ph_general-alvarado
56700,2014-11-01,apartment,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,52000.0,USD,52000.0,,,,http://www.properati.com.ar/j998_venta_departamento_general-alvarado
56701,2014-11-01,apartment,General Alvarado,|Argentina|Buenos Aires Interior|General Alvarado|,,,55000.0,USD,55000.0,,,,http://www.properati.com.ar/j999_venta_departamento_general-alvarado
56702,2014-11-01,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.451013,-58.626787,379000.0,USD,379000.0,,5.0,2500.0,http://www.properati.com.ar/j99b_venta_terreno_nordelta
56703,2014-11-01,house,Tigre,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,,250000.0,USD,250000.0,,7.0,2000.0,http://www.properati.com.ar/j99d_venta_casa_tigre
56704,2014-11-01,house,Nordelta,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,-34.451013,-58.626787,389000.0,USD,389000.0,,6.0,3000.0,http://www.properati.com.ar/j99f_venta_casa_nordelta
56705,2014-11-01,apartment,Retiro,|Argentina|Capital Federal|Retiro|,,,260000.0,USD,260000.0,95.0,,,http://www.properati.com.ar/j99g_venta_departamento_retiro
56706,2014-11-01,store,San Salvador de Jujuy,|Argentina|Jujuy|San Salvador de Jujuy|,,,700000.0,ARS,82198.21,36.0,,,http://www.properati.com.ar/j99k_venta_local_san-salvador-de-jujuy
56707,2014-11-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,,,158300.0,USD,158300.0,50.0,,,http://www.properati.com.ar/j99o_venta_departamento_palermo
56708,2014-11-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-37.992834,-57.54858,48000.0,USD,48000.0,30.0,1.0,,http://www.properati.com.ar/j9a3_venta_departamento_mar-del-plata
56709,2014-11-01,apartment,Bahía Blanca,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,-38.71273,-62.270378,63000.0,USD,63000.0,,2.0,,http://www.properati.com.ar/j9a7_venta_departamento_bahia-blanca
56710,2014-11-03,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.010758,-57.54469399999999,,,,90.0,2.0,500.0,http://www.properati.com.ar/j9aj_venta_departamento_mar-del-plata_lamadrid_2600
56711,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.61677,-58.42739399999999,295000.0,USD,295000.0,,4.0,,http://www.properati.com.ar/j9ak_venta_departamento_capital-federal
56712,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.565424,-58.44683199999999,1150000.0,USD,1150000.0,,4.0,,http://www.properati.com.ar/j9ao_venta_departamento_capital-federal
56713,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.603856,-58.377979,55000.0,USD,55000.0,,1.0,,http://www.properati.com.ar/j9ar_venta_departamento_capital-federal
56714,2014-11-03,store,Capital Federal,|Argentina|Capital Federal|,-34.588812,-58.392267000000004,,,,,,,http://www.properati.com.ar/j9as_venta_local_capital-federal
56715,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.565162,-58.466754,111000.0,USD,111000.0,,1.0,,http://www.properati.com.ar/j9aw_venta_departamento_capital-federal
56716,2014-11-03,house,Capital Federal,|Argentina|Capital Federal|,-34.603064,-58.461299,197000.0,USD,197000.0,,2.0,,http://www.properati.com.ar/j9ax_venta_casa_capital-federal
56717,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.554494,-58.483128,78000.0,USD,78000.0,,1.0,,http://www.properati.com.ar/j9ay_venta_departamento_capital-federal
56718,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.58862,-58.391375,258000.0,USD,258000.0,,3.0,,http://www.properati.com.ar/j9b8_venta_departamento_capital-federal
56719,2014-11-03,house,San Miguel,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,-34.549067,-58.695918999999996,134999.0,USD,134999.0,,2.0,,http://www.properati.com.ar/j9bk_venta_casa_san-miguel
56720,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.624859,-58.371112,64000.0,USD,64000.0,,1.0,,http://www.properati.com.ar/j9bl_venta_departamento_capital-federal
56721,2014-11-03,house,Capital Federal,|Argentina|Capital Federal|,-34.627154,-58.417841,530000.0,USD,530000.0,,4.0,,http://www.properati.com.ar/j9bn_venta_casa_capital-federal
56722,2014-11-03,house,Capital Federal,|Argentina|Capital Federal|,-34.463547,-58.807739,155000.0,USD,155000.0,,3.0,,http://www.properati.com.ar/j9bp_venta_casa_bs-as-g-b-a-zona-norte
56723,2014-11-03,house,La Matanza,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,,,110000.0,USD,110000.0,,3.0,,http://www.properati.com.ar/j9bq_venta_casa_la-matanza
56724,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.616631,-58.455208999999996,75000.0,USD,75000.0,,1.0,,http://www.properati.com.ar/j9br_venta_departamento_capital-federal_vallese-felipe_1463
56725,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.588846999999994,-58.430488000000004,52500.0,USD,52500.0,,1.0,,http://www.properati.com.ar/j9bs_venta_departamento_capital-federal
56726,2014-11-03,house,Capital Federal,|Argentina|Capital Federal|,-34.446435,-58.639949,460000.0,USD,460000.0,,4.0,,http://www.properati.com.ar/j9bt_venta_casa_bs-as-g-b-a-zona-norte
56727,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.581831,-58.407263,190000.0,USD,190000.0,,2.0,,http://www.properati.com.ar/j9bu_venta_departamento_capital-federal
56728,2014-11-03,house,General San Martín,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,-34.591716999999996,-58.54172,198000.0,USD,198000.0,,3.0,,http://www.properati.com.ar/j9bw_venta_casa_general-san-martin
56729,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.557047,-58.474306000000006,234000.0,USD,234000.0,,2.0,,http://www.properati.com.ar/j9bz_venta_departamento_capital-federal
56730,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.557061,-58.474328,293000.0,USD,293000.0,,3.0,,http://www.properati.com.ar/j9c1_venta_departamento_capital-federal
56731,2014-11-03,apartment,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,-34.533561,-58.468101000000004,420000.0,USD,420000.0,,2.0,,http://www.properati.com.ar/j9c3_venta_departamento_vicente-lopez_avenida-del-libertador-general-san-martin_110
56732,2014-11-03,apartment,Vicente López,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,-34.533795,-58.4684,263000.0,USD,263000.0,,2.0,,http://www.properati.com.ar/j9c5_venta_departamento_vicente-lopez
56733,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.58527,-58.498656999999994,74900.0,USD,74900.0,,1.0,,http://www.properati.com.ar/j9c6_venta_departamento_capital-federal
56734,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.632554999999996,-58.462852000000005,84500.0,USD,84500.0,,1.0,,http://www.properati.com.ar/j9c7_venta_departamento_capital-federal
56735,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.632554999999996,-58.462852000000005,83500.0,USD,83500.0,,1.0,,http://www.properati.com.ar/j9c9_venta_departamento_capital-federal
56736,2014-11-03,apartment,Capital Federal,|Argentina|Capital Federal|,-34.610888,-58.438339,103000.0,USD,103000.0,,1.0,,http://www.properati.com.ar/j9cb_venta_departamento_capital-federal
