,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
51020,2013-11-01,apartment,Almagro,|Argentina|Capital Federal|Almagro|,-34.61371,-58.426154000000004,35932.0,USD,35932.0,24.0,1.0,,http://www.properati.com.ar/amor_venta_departamento_almagro
51021,2013-11-01,apartment,Caballito,|Argentina|Capital Federal|Caballito|,-34.624648,-58.444593000000005,88500.0,USD,88500.0,47.0,2.0,,http://www.properati.com.ar/amov_venta_departamento_caballito
51022,2013-11-01,apartment,Villa Pueyrredón,|Argentina|Capital Federal|Villa Pueyrredón|,-34.584596000000005,-58.497412,69500.0,USD,69500.0,30.0,1.0,,http://www.properati.com.ar/amp0_venta_departamento_villa-pueyrredon
51023,2013-11-01,PH,Castelar,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,-34.647669,-58.630334,95000.0,USD,95000.0,115.0,3.0,,http://www.properati.com.ar/amp1_venta_ph_castelar
51024,2013-11-01,apartment,Villa del Parque,|Argentina|Capital Federal|Villa del Parque|,-34.598902,-58.50051800000001,129000.0,USD,129000.0,58.0,2.0,,http://www.properati.com.ar/amqi_venta_departamento_villa-del-parque
51025,2013-11-01,apartment,Villa del Parque,|Argentina|Capital Federal|Villa del Parque|,-34.598664,-58.500205,129000.0,USD,129000.0,58.0,2.0,,http://www.properati.com.ar/amqj_venta_departamento_villa-del-parque
51026,2013-11-01,house,General Rodríguez,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|,-34.63028,-58.941340000000004,84000.0,USD,84000.0,60.0,,,http://www.properati.com.ar/amqm_venta_casa_general-rodriguez
51027,2013-11-01,house,Escobar,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,-34.603771,-58.381586999999996,199000.0,USD,199000.0,157.0,,,http://www.properati.com.ar/amqp_venta_casa_escobar
51028,2013-11-01,house,Pilar,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,-34.421607,-58.793666,300000.0,USD,300000.0,280.0,,,http://www.properati.com.ar/amqs_venta_casa_pilar
51029,2013-11-01,house,Escobar,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,-34.603771,-58.381586999999996,234000.0,USD,234000.0,182.0,,,http://www.properati.com.ar/amqu_venta_casa_escobar
51030,2013-11-01,house,Olivos,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,-34.603771,-58.381586999999996,140000.0,USD,140000.0,85.0,,,http://www.properati.com.ar/amqv_venta_casa_olivos
51031,2013-11-01,house,Moreno,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,-34.622426000000004,-58.84304399999999,,,,165.0,,,http://www.properati.com.ar/amqx_venta_casa_moreno
51032,2013-11-01,apartment,Flores,|Argentina|Capital Federal|Flores|,-34.626616999999996,-58.459966,891900.0,ARS,151028.99,43.0,2.0,,http://www.properati.com.ar/amqy_venta_departamento_flores
51033,2013-11-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.559927,-58.454174,335000.0,USD,335000.0,130.0,4.0,,http://www.properati.com.ar/amr1_venta_departamento_belgrano
51034,2013-11-01,apartment,Flores,|Argentina|Capital Federal|Flores|,-34.626616999999996,-58.459966,726600.0,ARS,123038.08,35.0,1.0,,http://www.properati.com.ar/amr9_venta_departamento_flores
51035,2013-11-01,apartment,Flores,|Argentina|Capital Federal|Flores|,-34.626616999999996,-58.459966,1130400.0,ARS,191415.15,56.0,3.0,,http://www.properati.com.ar/amrs_venta_departamento_flores
51036,2013-11-01,house,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,-34.677589000000005,-58.561691,220000.0,USD,220000.0,240.0,,,http://www.properati.com.ar/amso_venta_casa_ramos-mejia
51037,2013-11-01,apartment,Almagro,|Argentina|Capital Federal|Almagro|,-34.615167,-58.420079,147000.0,USD,147000.0,75.0,3.0,,http://www.properati.com.ar/amsp_venta_departamento_almagro
51038,2013-11-01,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.585041,-58.40427,50000.0,USD,50000.0,,,,http://www.properati.com.ar/amsy_venta_departamento_barrio-norte
51039,2013-11-01,house,Ricardo Rojas,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Ricardo Rojas|,-34.448085,-58.682004000000006,280000.0,USD,280000.0,200.0,,,http://www.properati.com.ar/amta_venta_casa_ricardo-rojas
51040,2013-11-01,PH,Martínez,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,-34.485893,-58.506758999999995,310000.0,USD,310000.0,132.0,4.0,,http://www.properati.com.ar/amtd_venta_ph_martinez
51041,2013-11-01,apartment,Villa Lugano,|Argentina|Capital Federal|Villa Lugano|,-34.674876,-58.472553000000005,80000.0,USD,80000.0,52.0,3.0,,http://www.properati.com.ar/amtg_venta_departamento_villa-lugano
51042,2013-11-01,house,Villa Lugano,|Argentina|Capital Federal|Villa Lugano|,-34.669901,-58.476342,400000.0,USD,400000.0,475.0,,,http://www.properati.com.ar/amtp_venta_casa_villa-lugano
51043,2013-11-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.593835,-58.393075,300000.0,USD,300000.0,100.0,4.0,,http://www.properati.com.ar/amtv_venta_departamento_recoleta
51044,2013-11-01,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,-34.624553999999996,-58.375494999999994,239040.0,USD,239040.0,76.0,3.0,,http://www.properati.com.ar/amu0_venta_departamento_san-telmo
51045,2013-11-01,PH,Villa Lugano,|Argentina|Capital Federal|Villa Lugano|,-34.681241,-58.477045,90000.0,USD,90000.0,47.0,3.0,,http://www.properati.com.ar/amu2_venta_ph_villa-lugano
51046,2013-11-01,apartment,Almagro,|Argentina|Capital Federal|Almagro|,-34.657643,-58.372436,,,,95.0,3.0,,http://www.properati.com.ar/amu5_venta_departamento_almagro
51047,2013-11-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.588460999999995,-58.389782,870000.0,USD,870000.0,297.0,8.0,,http://www.properati.com.ar/amuj_venta_departamento_recoleta
51048,2013-11-01,apartment,Mataderos,|Argentina|Capital Federal|Mataderos|,-28.483522999999998,-65.787811,115000.0,USD,115000.0,75.0,3.0,,http://www.properati.com.ar/amuw_venta_departamento_mataderos
51049,2013-11-01,apartment,Villa Devoto,|Argentina|Capital Federal|Villa Devoto|,-34.60835,-58.508837,140000.0,USD,140000.0,79.0,3.0,,http://www.properati.com.ar/amv5_venta_departamento_villa-devoto
51050,2013-11-01,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.586586,-58.388760999999995,1150000.0,USD,1150000.0,295.0,7.0,,http://www.properati.com.ar/amv7_venta_departamento_recoleta
51051,2013-11-01,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,-34.624553999999996,-58.375494999999994,93000.0,USD,93000.0,33.0,1.0,,http://www.properati.com.ar/amw8_venta_departamento_san-telmo
51052,2013-11-01,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.575321,-58.419998,260000.0,USD,260000.0,88.0,3.0,,http://www.properati.com.ar/amwk_venta_departamento_palermo-chico
51053,2013-11-01,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,-34.624553999999996,-58.375494999999994,123000.0,USD,123000.0,43.0,2.0,,http://www.properati.com.ar/amwl_venta_departamento_san-telmo
51054,2013-11-01,house,Zelaya,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Zelaya|,-37.826803000000005,-57.498499,250000.0,USD,250000.0,176.0,,,http://www.properati.com.ar/amxg_venta_casa_zelaya
51055,2013-11-01,house,Florida,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,-34.534683,-58.49096899999999,492000.0,USD,492000.0,327.0,,,http://www.properati.com.ar/amyc_venta_casa_florida
