,created_on,property_type,place_name,state_name,lat,lon,price,currency,price_aprox_usd,surface_total_in_m2,rooms,expenses,properati_url
51413,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.008734000000004,-57.544385,90000.0,USD,90000.0,48.0,2.0,,http://www.properati.com.ar/dcgv_venta_departamento_mar-del-plata
51414,2014-03-01,apartment,Parque Patricios,|Argentina|Capital Federal|Parque Patricios|,-34.633556,-58.390443999999995,105000.0,USD,105000.0,70.0,3.0,,http://www.properati.com.ar/dch5_venta_departamento_parque-patricios
51415,2014-03-01,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.588783,-58.410686,159000.0,USD,159000.0,82.0,,,http://www.properati.com.ar/dch6_venta_departamento_palermo
51416,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.003364000000005,-57.545728000000004,50000.0,USD,50000.0,22.0,1.0,,http://www.properati.com.ar/dchg_venta_departamento_mar-del-plata
51417,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.01232,-57.541695,50000.0,USD,50000.0,45.0,2.0,,http://www.properati.com.ar/dci7_venta_departamento_mar-del-plata
51418,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.016163,-57.571877,66000.0,USD,66000.0,60.0,2.0,,http://www.properati.com.ar/dcia_venta_departamento_mar-del-plata
51419,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.005221,-57.544367,,,,,2.0,,http://www.properati.com.ar/dcig_venta_departamento_mar-del-plata
51420,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.004394,-57.543668000000004,68900.0,USD,68900.0,48.0,2.0,,http://www.properati.com.ar/dcij_venta_departamento_mar-del-plata
51421,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.009009000000006,-57.546043000000004,69900.0,USD,69900.0,43.0,2.0,,http://www.properati.com.ar/dcik_venta_departamento_mar-del-plata
51422,2014-03-01,house,Tortuguitas,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|Tortuguitas|,,,35000.0,USD,35000.0,200.0,1.0,,http://www.properati.com.ar/dcim_venta_casa_tortuguitas
51423,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.009527,-57.545026,125000.0,USD,125000.0,45.0,2.0,,http://www.properati.com.ar/dcix_venta_departamento_mar-del-plata
51424,2014-03-01,apartment,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.010585,-57.538168000000006,,,,,3.0,,http://www.properati.com.ar/dciy_venta_departamento_mar-del-plata
51425,2014-03-01,house,Mar del Plata,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,-38.033051,-57.556729000000004,85000.0,USD,85000.0,330.0,3.0,,http://www.properati.com.ar/dciz_venta_casa_mar-del-plata
