,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
103077,2015-08-01,house,|Argentina|Santa Fe|Rosario|,85278.18,120.0,,
103079,2015-08-01,apartment,|Argentina|Santa Fe|Rosario|,250000.0,460.0,,
103090,2015-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,360000.0,0.0,,
103136,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,290000.0,90.0,,4.0
103137,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,160000.0,68.0,,4.0
103138,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,126000.0,55.0,,2.0
103139,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,128600.0,53.0,,2.0
103140,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,135900.0,53.0,,2.0
103141,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,120100.0,49.0,,2.0
103142,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,119000.0,49.0,,2.0
103143,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,127500.0,53.0,,2.0
103144,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,125700.0,49.0,,2.0
103145,2015-08-01,apartment,|Argentina|Capital Federal|Villa Crespo|,167300.0,66.0,,2.0
103146,2015-08-01,apartment,|Argentina|Capital Federal|San Telmo|,175000.0,135.0,,8.0
103147,2015-08-01,apartment,|Argentina|Capital Federal|Balvanera|,170000.0,0.0,,7.0
103190,2015-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,77000.0,130.0,,3.0
103191,2015-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,80000.0,80.0,,3.0
103192,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,92000.0,75.0,,3.0
103193,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,89000.0,100.0,,2.0
103194,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,57000.0,30.0,,1.0
103195,2015-08-01,house,|Argentina|Misiones|Garupá|,53973.53,300.0,,3.0
103196,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,79000.0,41.0,4.0,1.0
103197,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,76529.0,41.0,2.0,1.0
103198,2015-08-01,apartment,|Argentina|Capital Federal|Recoleta|,175000.0,45.0,5.0,2.0
103199,2015-08-01,apartment,|Argentina|Capital Federal|Recoleta|,175000.0,45.0,6.0,2.0
103201,2015-08-01,apartment,|Argentina|Capital Federal|Recoleta|,138000.0,25.0,12.0,1.0
103202,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,220000.0,80.0,8.0,2.0
103203,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,78414.0,27.0,7.0,1.0
103204,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,187600.0,68.0,8.0,2.0
103205,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,73369.0,27.0,5.0,1.0
103206,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,104765.0,36.0,6.0,1.0
103207,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Santos Lugares|,53000.0,34.0,3.0,2.0
103208,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,76497.0,26.0,7.0,1.0
103209,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,133000.0,82.0,2.0,2.0
103210,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,83000.0,67.0,1.0,1.0
103211,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,70000.0,43.0,1.0,1.0
103212,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,58000.0,37.0,5.0,2.0
103213,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,106861.0,36.0,7.0,1.0
103214,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,76876.0,27.0,6.0,1.0
103215,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,74997.0,26.0,6.0,1.0
103216,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,95228.0,33.0,6.0,1.0
103217,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,110690.0,38.0,6.0,1.0
103218,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,73527.0,26.0,5.0,1.0
103219,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,108520.0,38.0,5.0,1.0
103220,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,93361.0,33.0,5.0,1.0
103221,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,102711.0,36.0,5.0,1.0
103222,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,72085.0,26.0,4.0,1.0
103223,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,73085.0,27.0,4.0,1.0
103224,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,393530.0,68.0,10.0,1.0
103225,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,106392.0,38.0,4.0,1.0
103226,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,72442.0,27.0,3.0,1.0
103227,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,100697.0,36.0,4.0,1.0
103228,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,70672.0,26.0,3.0,1.0
103229,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,98723.0,36.0,3.0,1.0
103230,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,71022.0,27.0,2.0,1.0
103231,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,69286.0,26.0,2.0,1.0
103232,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,87976.0,33.0,2.0,1.0
103233,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,135000.0,85.0,2.0,2.0
103234,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,102261.0,38.0,2.0,1.0
103235,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,96787.0,36.0,2.0,1.0
103236,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,71022.0,27.0,1.0,1.0
103237,2015-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,98000.0,57.0,1.0,1.0
103238,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,66883.0,25.0,1.0,1.0
103239,2015-08-01,store,|Argentina|Capital Federal|Belgrano|,550000.0,99.0,,
103240,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,96195.0,36.0,1.0,1.0
103241,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,70622.0,27.0,,1.0
103242,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,83872.0,32.0,,1.0
103243,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,66382.0,25.0,,1.0
103244,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,96750.0,45.0,,1.0
103245,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,75827.0,31.0,,1.0
103246,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,66382.0,25.0,,1.0
103247,2015-08-01,apartment,|Argentina|Capital Federal|Belgrano|,76780.0,35.0,,1.0
