,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
24513,2016-11-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,470000.0,335.0,,6.0
24514,2016-11-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Centro|,43000.0,23.0,,1.0
24515,2016-11-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,64000.0,103.0,,3.0
24517,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,119244.0,59.0,,2.0
24518,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,236333.0,128.0,,2.0
24519,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,119001.0,52.0,,2.0
24520,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,121669.0,52.0,,2.0
24521,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,121395.0,52.0,,2.0
24522,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,124597.0,52.0,,2.0
24523,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,128073.0,52.0,,2.0
24524,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,127799.0,52.0,,2.0
24525,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,131275.0,52.0,,2.0
24526,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,131001.0,52.0,,2.0
24527,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,134477.0,52.0,,2.0
24528,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,134203.0,52.0,,2.0
24529,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,137146.0,52.0,,2.0
24530,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,136871.0,52.0,,2.0
24531,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,140089.0,52.0,,2.0
24532,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,139814.0,52.0,,2.0
24533,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,139539.0,52.0,,2.0
24534,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,141156.0,52.0,,2.0
24535,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,140881.0,52.0,,2.0
24536,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,140606.0,52.0,,2.0
24537,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,122817.0,54.0,,2.0
24538,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,125065.0,54.0,,2.0
24539,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,127876.0,54.0,,2.0
24540,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,134622.0,54.0,,2.0
24541,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,141368.0,54.0,,2.0
24542,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,134085.0,54.0,,2.0
24543,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,144179.0,54.0,,2.0
24544,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,146989.0,54.0,,2.0
24545,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,148114.0,54.0,,2.0
24546,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,148114.0,54.0,,2.0
24547,2016-11-01,apartment,|Argentina|Capital Federal|San Telmo|,131001.0,52.0,,2.0
