,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
56653,2014-11-01,apartment,|Argentina|Capital Federal|Saavedra|,115000.0,63.0,3.0,3.0
56654,2014-11-01,apartment,|Argentina|Capital Federal|Saavedra|,132000.0,67.0,2.0,3.0
56655,2014-11-01,house,|Argentina|Capital Federal|Villa Urquiza|,420000.0,516.0,,
56656,2014-11-01,apartment,|Argentina|Capital Federal|Saavedra|,169000.0,77.0,3.0,3.0
56657,2014-11-01,apartment,|Argentina|Capital Federal|Saavedra|,115000.0,52.0,2.0,2.0
56658,2014-11-01,apartment,|Argentina|Capital Federal|Caballito|,580000.0,246.0,1.0,5.0
56659,2014-11-01,apartment,|Argentina|Capital Federal|Villa Crespo|,380000.0,320.0,,5.0
56660,2014-11-01,apartment,|Argentina|Capital Federal|Almagro|,180000.0,73.0,10.0,3.0
56661,2014-11-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,57000.0,40.0,1.0,1.0
56662,2014-11-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar de Ajó|,74000.0,50.0,,
56663,2014-11-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,60000.0,48.0,2.0,2.0
56664,2014-11-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,185000.0,100.0,3.0,3.0
56669,2014-11-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75000.0,75.0,,3.0
56673,2014-11-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,78000.0,40.0,,2.0
56674,2014-11-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,65000.0,60.0,,3.0
56677,2014-11-01,store,|Argentina|Neuquén|Junin de los Andes|,160000.0,247.0,,
56678,2014-11-01,store,|Argentina|Córdoba|La Cruz|,111554.72,110.0,,
56679,2014-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|El Talar|,160000.0,178.0,,
56680,2014-11-01,apartment,|Uruguay|Punta del Este|,800000.0,106.0,,3.0
56681,2014-11-01,house,|Uruguay|Maldonado|Punta Ballena|,1150000.0,285.0,,
56683,2014-11-01,house,|Uruguay|Maldonado|Punta Ballena|,590000.0,275.0,,
56684,2014-11-01,house,|Argentina|Catamarca|La Rinconada|,270000.0,130.0,,
56689,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,65000.0,330.0,,
56690,2014-11-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,165000.0,250.0,,
56691,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,55000.0,300.0,,
56692,2014-11-01,house,|Argentina|Córdoba|Punilla|,90000.0,700.0,,
56693,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,85000.0,300.0,,
56694,2014-11-01,house,|Argentina|Córdoba|Punilla|,120000.0,785.0,,
56695,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,90000.0,210.0,,
56696,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,115000.0,330.0,,
56698,2014-11-01,house,|Argentina|Buenos Aires Interior|General Alvarado|,88069.51,430.0,,
56699,2014-11-01,PH,|Argentina|Buenos Aires Interior|General Alvarado|,46000.0,130.0,,
56705,2014-11-01,apartment,|Argentina|Capital Federal|Retiro|,260000.0,95.0,,
56706,2014-11-01,store,|Argentina|Jujuy|San Salvador de Jujuy|,82198.21,36.0,,
56707,2014-11-01,apartment,|Argentina|Capital Federal|Palermo|,158300.0,50.0,,
56708,2014-11-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,48000.0,30.0,,1.0
56867,2014-11-03,apartment,|Argentina|Capital Federal|Congreso|,93695.0,41.0,,2.0
56884,2014-11-03,apartment,|Argentina|Capital Federal|Barrio Norte|,130000.0,60.0,,3.0
56908,2014-11-03,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,73000.0,40.0,,2.0
57006,2014-11-03,apartment,|Argentina|Capital Federal|Flores|,110000.0,69.0,,
57007,2014-11-03,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,55000.0,38.0,,
57011,2014-11-03,apartment,|Uruguay|Punta del Este|,6000000.0,220.0,,3.0
57012,2014-11-03,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,960000.0,400.0,,4.0
57416,2014-11-03,house,|Argentina|Santa Fe|Firmat|,57538.75,165.0,,
57417,2014-11-03,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,72000.0,56.0,,
57418,2014-11-03,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,140000.0,150.0,,
57420,2014-11-03,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,82500.0,48.0,,
57427,2014-11-03,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,60000.0,220.0,,
57809,2014-11-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,51900.0,27.0,,1.0
57831,2014-11-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Bahía Blanca|,44621.88,80.0,,4.0
57928,2014-11-04,apartment,|Argentina|Capital Federal|Boedo|,64000.0,44.0,3.0,2.0
57930,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Garín|,115000.0,350.0,,
57931,2014-11-04,house,|Argentina|Buenos Aires Interior|Lobos|Lobos|,52841.7,45.0,,
57932,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,200000.0,169.0,,5.0
57933,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,40280.0,101.0,,3.0
57934,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,120000.0,130.0,,3.0
57935,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,129000.0,119.0,,4.0
57936,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,145000.0,61.0,2.0,2.0
57937,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,95000.0,48.0,2.0,2.0
57938,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Virreyes|,85000.0,300.0,,
57939,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,40490.0,105.0,,3.0
57940,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,40280.0,101.0,,3.0
57941,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,890000.0,307.0,6.0,6.0
57942,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,170000.0,450.0,,
57943,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,128500.0,71.0,3.0,2.0
57944,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,170000.0,68.0,1.0,3.0
57945,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,107000.0,55.0,1.0,2.0
57946,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|La Comarca|,259000.0,189.0,,
57947,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,170000.0,140.0,,4.0
57948,2014-11-04,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,148000.0,76.0,7.0,3.0
57949,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,200000.0,900.0,,
57950,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Ingeniero Adolfo Sourdeaux|,80000.0,192.0,,
57952,2014-11-04,house,|Uruguay|Punta del Este|,1300000.0,300.0,,
57953,2014-11-04,apartment,|Uruguay|Punta del Este|,400000.0,109.0,,3.0
57954,2014-11-04,apartment,|Uruguay|Punta del Este|,360000.0,69.0,,
57963,2014-11-04,apartment,|Argentina|Capital Federal|Barrio Norte|,2600000.0,90.0,,
57966,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,440000.0,1800.0,,
57967,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,700000.0,395.0,,4.0
57968,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Ingeniero Pablo Nogués|,300000.0,280.0,,4.0
57969,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,900000.0,430.0,,5.0
57970,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,800000.0,500.0,,5.0
57990,2014-11-04,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,160000.0,220.0,,
57991,2014-11-04,house,|Argentina|Misiones|Posadas|,68211.21,363.0,,3.0
57992,2014-11-04,house,|Argentina|Neuquén|Villa La Angostura|,2000000.0,700.0,,4.0
57993,2014-11-04,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,200.0,,5.0
57994,2014-11-04,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,67000.0,34.0,,2.0
57995,2014-11-05,apartment,|Argentina|Capital Federal|,230000.0,70.0,,3.0
57996,2014-11-05,apartment,|Argentina|Capital Federal|,230000.0,70.0,,3.0
58004,2014-11-06,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Tuyú|,55000.0,95.0,,3.0
58009,2014-11-07,house,|Argentina|Córdoba|Córdoba|,123485.82,298.0,,10.0
58374,2014-11-07,house,|Argentina|Santa Fe|Funes|,150000.0,1400.0,,
58408,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,70895.96,0.0,,
58463,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,65000.0,0.0,,
58464,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,150000.0,0.0,,
58465,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,105000.0,0.0,,
58466,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,120000.0,0.0,,
58484,2014-11-07,house,|Argentina|Capital Federal|Palermo|,460000.0,192.0,,
58485,2014-11-07,house,|Argentina|Capital Federal|Palermo|Palermo Soho|,700000.0,0.0,,
58501,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,65523.72,0.0,,
58502,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,72217.0,0.0,,
58517,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,88069.51,0.0,,
58518,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,84546.73,0.0,,
58532,2014-11-07,apartment,|Argentina|Capital Federal|Caballito|,110000.0,0.0,,
58536,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,93940.81,0.0,,
58537,2014-11-07,apartment,|Argentina|Santa Fe|Rosario|,82198.21,0.0,,
58543,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,58713.01,0.0,,
58544,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,64584.31,0.0,,
58547,2014-11-07,PH,|Argentina|Capital Federal|,375000.0,0.0,,
58556,2014-11-07,apartment,|Argentina|Capital Federal|Constitución|,80000.0,0.0,,
58557,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,52789.0,0.0,,
58560,2014-11-07,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,17613.9,0.0,,
58562,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,34000.0,0.0,,
58563,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,140000.0,0.0,,
58564,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,49318.92,380.0,,
58565,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,68000.0,300.0,,
58566,2014-11-07,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,360000.0,0.0,,
58568,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,57000.0,0.0,,
58575,2014-11-07,apartment,|Argentina|Capital Federal|Barrio Norte|,145000.0,62.0,1.0,3.0
58576,2014-11-07,apartment,|Argentina|Capital Federal|Villa Devoto|,380000.0,218.0,3.0,
58577,2014-11-07,apartment,|Argentina|Capital Federal|Villa Crespo|,114611.55,37.0,6.0,1.0
58581,2014-11-07,apartment,|Argentina|Capital Federal|Parque Chacabuco|,145000.0,110.0,,4.0
58582,2014-11-07,apartment,|Argentina|Capital Federal|Recoleta|,149000.0,52.0,,2.0
58583,2014-11-07,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,140000.0,310.0,,
58585,2014-11-07,apartment,|Argentina|Capital Federal|San Telmo|,115000.0,80.0,7.0,2.0
58589,2014-11-07,apartment,|Argentina|Capital Federal|Palermo|Palermo Chico|,890000.0,403.0,12.0,5.0
58590,2014-11-07,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,184395.02,60.0,10.0,3.0
58592,2014-11-07,apartment,|Argentina|Capital Federal|Belgrano|,158000.0,69.0,3.0,3.0
