,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
56887,2014-10-01,house,|Argentina|Córdoba|Córdoba|,235554.61,330.0,,
56888,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,105999.57,0.0,,
56889,2014-10-01,house,|Argentina|Córdoba|Córdoba|,529997.88,1200.0,,
56890,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,80000.0,0.0,,
56891,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,153110.49,0.0,,
56892,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,70666.38,0.0,,
56893,2014-10-01,house,|Argentina|Córdoba|Córdoba|,150000.0,400.0,,
56895,2014-10-01,house,|Argentina|Córdoba|Córdoba|,100110.71,220.0,,
56896,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,52999.78,0.0,,
56897,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,94221.84,0.0,,
56899,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,74199.7,0.0,,
56901,2014-10-01,house,|Argentina|Córdoba|Córdoba|,91866.29,300.0,,
56903,2014-10-01,house,|Argentina|Córdoba|Córdoba|,176665.96,300.0,,
56904,2014-10-01,house,|Argentina|Córdoba|Córdoba|,170000.0,330.0,,
56905,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,102466.25,0.0,,
56906,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,57710.88,0.0,,
56907,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,94221.84,45.0,,
56908,2014-10-01,house,|Argentina|Córdoba|Córdoba|,295000.0,320.0,,
56909,2014-10-01,house,|Argentina|Córdoba|Córdoba|,58888.65,480.0,,
56910,2014-10-01,house,|Argentina|Córdoba|Córdoba|,206110.28,400.0,,
56911,2014-10-01,house,|Argentina|Córdoba|Córdoba|,37688.73,400.0,,
56912,2014-10-01,house,|Argentina|Córdoba|Córdoba|,235554.61,330.0,,
56913,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,94221.84,0.0,,
56914,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,94221.84,0.0,,
56916,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,102466.25,0.0,,
56917,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,64777.51,0.0,,
56919,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,74199.7,0.0,,
56920,2014-10-01,apartment,|Argentina|Córdoba|Córdoba|,110000.0,0.0,,
