,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
91508,2015-07-01,apartment,|Argentina|Capital Federal|Almagro|,81000.0,41.0,,1.0
91619,2015-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,115000.0,60.0,,3.0
91621,2015-07-01,apartment,|Argentina|Capital Federal|Belgrano|,339371.28,0.0,,2.0
91622,2015-07-01,apartment,|Argentina|Capital Federal|Barrio Norte|,266000.0,0.0,,4.0
91623,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,195761.0,0.0,,3.0
91624,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,199454.0,0.0,,3.0
91625,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,203148.0,0.0,,3.0
91626,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,206842.0,0.0,,3.0
91627,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,210535.0,0.0,,3.0
91628,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,126101.0,0.0,,2.0
91629,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,130604.0,0.0,,2.0
91630,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,132856.0,0.0,,2.0
91631,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,135108.0,0.0,,2.0
91632,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,98318.0,0.0,,1.0
91633,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,100246.0,0.0,,1.0
91634,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,102173.0,0.0,,1.0
91635,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,104101.0,0.0,,1.0
91636,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,106029.0,0.0,,1.0
91637,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,179399.0,0.0,,3.0
91638,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,159422.0,0.0,,2.0
91639,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,133018.0,0.0,,1.0
91640,2015-07-01,apartment,|Argentina|Capital Federal|Caballito|,139356.0,0.0,,2.0
91641,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|,257000.0,0.0,,4.0
91642,2015-07-01,apartment,|Argentina|Capital Federal|Belgrano|,155000.0,0.0,,2.0
91643,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|,73000.0,0.0,,1.0
91644,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,224023.97,0.0,,3.0
91645,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,211938.77,0.0,,3.0
91646,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,226038.13,0.0,,3.0
91647,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,228052.4,0.0,,3.0
91648,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,219995.53,0.0,,3.0
91649,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,213952.94,0.0,,3.0
91650,2015-07-01,apartment,|Argentina|Capital Federal|Coghlan|,215967.1,0.0,,3.0
91651,2015-07-01,apartment,|Argentina|Capital Federal|Palermo|,398000.0,115.0,,3.0
91652,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,149000.0,0.0,,3.0
91653,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,78000.0,0.0,,2.0
91654,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,365000.0,99.0,,3.0
91655,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,70813.81,50.0,,2.0
91656,2015-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,240000.0,420.0,,5.0
91657,2015-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,140000.0,148.0,,
91658,2015-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,165000.0,152.0,,
91659,2015-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,180000.0,643.0,,
91660,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,132000.0,0.0,,
91661,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,190000.0,0.0,,
91662,2015-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,74000.0,0.0,,3.0
