,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
14702,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,90000.0,38.0,,2.0
14703,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,82000.0,63.0,,
14705,2016-07-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,145000.0,220.0,,3.0
14706,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,59.0,1.0,2.0
14707,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,59.0,2.0,2.0
14708,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,59.0,3.0,2.0
14709,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,59.0,4.0,2.0
14710,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,55.0,1.0,2.0
14711,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,55.0,2.0,2.0
14712,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,55.0,3.0,2.0
14713,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,93000.0,55.0,4.0,2.0
14714,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,150000.0,115.0,5.0,3.0
14715,2016-07-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,220000.0,200.0,,3.0
14716,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,118000.0,136.0,,3.0
14717,2016-07-01,apartment,|Argentina|Capital Federal|Flores|,130000.0,64.0,8.0,3.0
14718,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,150000.0,70.0,2.0,3.0
14721,2016-07-01,apartment,|Argentina|Capital Federal|Puerto Madero|,1050000.0,150.0,15.0,
14724,2016-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Valentín Alsina|,140000.0,260.0,,4.0
14725,2016-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,200000.0,346.0,,
14726,2016-07-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,135000.0,207.0,,2.0
14727,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Remedios de Escalada|,44896.22,28.0,2.0,1.0
14728,2016-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Remedios de Escalada|,80067.08,58.0,3.0,2.0
14729,2016-07-01,apartment,|Argentina|Capital Federal|Belgrano|,158000.0,53.0,2.0,2.0
14730,2016-07-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|,90000.0,25000.0,,
