,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
108714,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,250000.0,420.0,,5.0
108715,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,65000.0,55.0,,3.0
108716,2015-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,245000.0,220.0,,5.0
108717,2015-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,98000.0,470.0,,3.0
108731,2015-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,110000.0,120.0,,3.0
108733,2015-10-01,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,80000.0,70.0,,3.0
108737,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,370000.0,1500.0,,
108738,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,320000.0,800.0,,
108740,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,230000.0,1000.0,,
108741,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,410000.0,1170.0,,
108742,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Villa Udaondo|,280000.0,758.0,,
108743,2015-10-01,house,|Argentina|Buenos Aires Interior|Brandsen|Coronel Brandsen|,100000.0,0.0,,4.0
108744,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|,126175.0,390.0,,5.0
108745,2015-10-01,apartment,|Argentina|Córdoba|Córdoba|,178747.92,0.0,,
108752,2015-10-01,apartment,|Argentina|Capital Federal|Constitución|,160000.0,68.0,11.0,
108753,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,98000.0,50.0,,3.0
108754,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,90000.0,88.0,,3.0
108756,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,169000.0,307.0,,
108757,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,140000.0,160.0,,3.0
108758,2015-10-01,apartment,|Argentina|Capital Federal|Colegiales|,7149.91,28.0,9.0,1.0
108759,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,96000.0,48.0,3.0,
108760,2015-10-01,apartment,|Argentina|Capital Federal|Palermo|,150000.0,59.0,,3.0
108761,2015-10-01,apartment,|Argentina|Capital Federal|Coghlan|,200000.0,68.0,,3.0
108762,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,97000.0,49.0,7.0,
108763,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,110000.0,48.0,9.0,
108764,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,105000.0,48.0,8.0,
108765,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,99000.0,49.0,8.0,
108766,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,105000.0,48.0,9.0,
108767,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,106000.0,48.0,6.0,
108768,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,143000.0,74.0,7.0,
108769,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,107000.0,48.0,7.0,
108770,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,110000.0,48.0,8.0,
108771,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,96000.0,49.0,6.0,
108772,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,94000.0,48.0,3.0,
108773,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,71000.0,36.0,4.0,
108774,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,71000.0,36.0,4.0,
108775,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,93000.0,48.0,4.0,
108776,2015-10-01,apartment,|Argentina|Capital Federal|Belgrano|,185000.0,50.0,,2.0
108777,2015-10-01,apartment,|Argentina|Capital Federal|Boedo|,60439.63,30.0,,1.0
108780,2015-10-01,apartment,|Argentina|Capital Federal|Almagro|,90000.0,46.0,,
108781,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,67000.0,43.0,,
108782,2015-10-01,apartment,|Argentina|Capital Federal|Almagro|,75000.0,35.0,,
108783,2015-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,98000.0,51.0,,
108784,2015-10-01,apartment,|Argentina|Capital Federal|Almagro|,62500.0,33.0,,
108785,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,60000.0,37.0,,
108786,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Grand Bourg|,99888.54,200.0,,
108788,2015-10-01,apartment,|Argentina|Capital Federal|Belgrano|,75000.0,31.0,,
108789,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Los Polvorines|,89373.96,230.0,,
108791,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,85000.0,52.0,,
108792,2015-10-01,PH,|Argentina|Capital Federal|Palermo|,125000.0,100.0,,
108793,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,165000.0,220.0,,
108798,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,220000.0,280.0,,
108802,2015-10-01,apartment,|Argentina|Capital Federal|Boedo|,60597.7,30.0,,1.0
108803,2015-10-01,apartment,|Argentina|Capital Federal|Boedo|,56743.61,30.0,,1.0
108805,2015-10-01,PH,|Argentina|Capital Federal|Balvanera|,235000.0,198.0,,5.0
108806,2015-10-01,apartment,|Argentina|Capital Federal|Retiro|,178000.0,54.0,,3.0
108807,2015-10-01,apartment,|Argentina|Capital Federal|Villa Crespo|,48000.0,21.0,,1.0
108808,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,98000.0,150.0,,3.0
108809,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,144000.0,160.0,,3.0
108810,2015-10-01,PH,|Argentina|Capital Federal|Almagro|,265000.0,257.0,,5.0
108811,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,95000.0,0.0,,2.0
108812,2015-10-01,apartment,|Argentina|Capital Federal|Nuñez|,82000.0,33.0,,1.0
108813,2015-10-01,apartment,|Argentina|Córdoba|,152461.46,0.0,,3.0
108814,2015-10-01,apartment,|Argentina|Capital Federal|Palermo|,245000.0,63.0,,3.0
108815,2015-10-01,house,|Argentina|Buenos Aires Interior|Luján|Luján|,180000.0,0.0,,5.0
108816,2015-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,200000.0,0.0,,
108817,2015-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,215000.0,205.0,,
108818,2015-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,252000.0,206.0,,
108819,2015-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,335000.0,231.0,,
108820,2015-10-01,apartment,|Argentina|Capital Federal|Caballito|,79000.0,0.0,,1.0
108821,2015-10-01,apartment,|Argentina|Capital Federal|Almagro|,145000.0,90.0,,3.0
108822,2015-10-01,PH,|Argentina|Capital Federal|Liniers|,118000.0,102.0,,3.0
108823,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,370000.0,397.0,,
108825,2015-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,76900.0,38.0,,2.0
108826,2015-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,56900.0,26.0,,1.0
108827,2015-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,105000.0,67.0,,3.0
108828,2015-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,65000.0,48.0,,1.0
108829,2015-10-01,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,340000.0,52.0,,
108830,2015-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,285000.0,864.0,,
108831,2015-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,72000.0,50.0,,2.0
108832,2015-10-01,apartment,|Argentina|Capital Federal|Belgrano|,210000.0,70.0,,3.0
108835,2015-10-01,apartment,|Argentina|Córdoba|,136689.58,113.0,,6.0
108836,2015-10-01,apartment,|Argentina|Capital Federal|Boedo|,58666.89,30.0,,1.0
108837,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,176130.0,79.0,,3.0
108838,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,177160.0,79.0,,3.0
108839,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,135960.0,80.0,,2.0
108840,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,130810.0,58.0,,2.0
108841,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,130810.0,58.0,,2.0
108842,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,131840.0,58.0,,2.0
108843,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,131840.0,95.0,,2.0
108844,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,115360.0,52.0,,2.0
108845,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,116390.0,52.0,,2.0
108846,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,117420.0,52.0,,2.0
108847,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,175100.0,102.0,,3.0
108848,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,170980.0,79.0,,3.0
108849,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,172010.0,79.0,,3.0
108850,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,173040.0,79.0,,3.0
108851,2015-10-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,174070.0,79.0,,3.0
108852,2015-10-01,PH,|Argentina|Capital Federal|Coghlan|,144000.0,77.0,3.0,2.0
108853,2015-10-01,PH,|Argentina|Capital Federal|Belgrano|,144000.0,77.0,3.0,2.0
108858,2015-10-01,PH,|Argentina|Capital Federal|Villa Devoto|,115000.0,75.0,,3.0
108859,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,70000.0,58.0,,2.0
108864,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,125000.0,119.0,,3.0
108865,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,110000.0,42.0,,2.0
108867,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,115000.0,101.0,,
108868,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,168000.0,116.0,,3.0
108872,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,88000.0,75.0,,2.0
108873,2015-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Santos Lugares|,115000.0,80.0,1.0,3.0
108901,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,110403.12,59.0,,2.0
108904,2015-10-01,PH,|Argentina|Capital Federal|Boedo|,82000.0,52.0,,3.0
108910,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,85168.12,55.0,7.0,2.0
108913,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,67293.33,57.0,1.0,2.0
108919,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,54675.83,73.0,1.0,3.0
108928,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,57830.21,72.0,1.0,3.0
108929,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,75705.0,48.0,2.0,2.0
108931,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,79910.83,42.0,1.0,2.0
108934,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,99888.54,70.0,,3.0
108935,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,82013.75,57.0,1.0,2.0
108938,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,98837.08,54.0,3.0,2.0
108939,2015-10-01,PH,|Argentina|Córdoba|Córdoba|,99888.54,75.0,1.0,2.0
108947,2015-10-01,PH,|Argentina|Capital Federal|Parque Chacabuco|,145000.0,110.0,,4.0
108954,2015-10-01,apartment,|Argentina|Capital Federal|Boedo|,92000.0,63.0,2.0,3.0
