,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
51419,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,54000.0,26.0,,1.0
51420,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,89500.0,54.0,,2.0
51427,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,150000.0,60.0,,2.0
51428,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,85900.0,48.0,,2.0
51431,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,112000.0,56.0,,2.0
51434,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,57000.0,29.0,,1.0
51440,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,98000.0,48.0,,2.0
51441,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,147254.0,84.0,,3.0
51442,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,111583.0,64.0,,2.0
51443,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,67374.0,38.0,,1.0
51444,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,69082.0,39.0,,1.0
51445,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,67225.0,38.0,,1.0
51446,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,63003.0,34.0,,1.0
51447,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,63967.0,35.0,,1.0
51448,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,83034.0,38.0,,1.0
51449,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,82125.0,38.0,,1.0
51450,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,74389.0,34.0,,1.0
51451,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,75528.0,35.0,,1.0
51452,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,162145.0,73.0,,2.0
51453,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,75528.0,34.0,,1.0
51454,2014-08-01,apartment,|Argentina|Capital Federal|Belgrano|,76682.0,35.0,,1.0
51455,2014-08-01,house,|Argentina|Capital Federal|,190000.0,600.0,,
51456,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,70.0,,2.0
51474,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,190000.0,600.0,,
51475,2014-08-01,apartment,|Argentina|Capital Federal|Recoleta|,177000.0,76.0,,
51476,2014-08-01,PH,|Argentina|Capital Federal|Parque Centenario|,79000.0,64.0,,
51477,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,80000.0,39.0,1.0,
51478,2014-08-01,house,|Argentina|Capital Federal|Flores|,295000.0,190.0,,
51479,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,115000.0,42.0,8.0,
51480,2014-08-01,apartment,|Argentina|Capital Federal|Parque Chacabuco|,97000.0,79.0,7.0,
51481,2014-08-01,apartment,|Argentina|Capital Federal|Flores|,63000.0,39.0,8.0,
51482,2014-08-01,apartment,|Argentina|Capital Federal|Caballito|,260000.0,107.0,5.0,
51483,2014-08-01,apartment,|Argentina|Capital Federal|Caballito|,277000.0,150.0,6.0,
51484,2014-08-01,apartment,|Argentina|Capital Federal|Caballito|,82000.0,39.0,2.0,
51485,2014-08-01,house,|Argentina|Capital Federal|Floresta|,248000.0,365.0,,
51486,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,770000.0,558.0,,6.0
51487,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,74000.0,32.0,4.0,
51488,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,210000.0,135.0,,4.0
51489,2014-08-01,apartment,|Argentina|Capital Federal|Caballito|,200000.0,125.0,3.0,
51490,2014-08-01,apartment,|Argentina|Capital Federal|Nuñez|,1600000.0,313.0,,4.0
51491,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,240000.0,55.0,7.0,
51492,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,139000.0,38.0,6.0,
51493,2014-08-01,apartment,|Argentina|Capital Federal|Palermo|,429000.0,180.0,9.0,
51515,2014-08-01,apartment,|Argentina|Capital Federal|Caballito|,570000.0,153.0,8.0,4.0
51518,2014-08-01,house,|Argentina|Capital Federal|San Cristobal|,230000.0,211.0,,5.0
51524,2014-08-01,apartment,|Argentina|Santa Fe|Rosario|,59812.94,32.0,,
51525,2014-08-01,PH,|Argentina|Capital Federal|Almagro|,79000.0,64.0,,
51526,2014-08-01,house,|Argentina|La Pampa|Santa Rosa|,114792.52,510.0,,
51533,2014-08-01,apartment,|Argentina|Santa Fe|Rosario|,83375.62,60.0,,
51539,2014-08-01,apartment,|Argentina|Santa Fe|Rosario|,67063.0,34.0,,
51540,2014-08-01,apartment,|Argentina|Santa Fe|Rosario|,67063.0,34.0,,
51541,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,130000.0,240.0,,
51545,2014-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,70000.0,55.0,,
51547,2014-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,42000.0,41.0,,
51548,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,143000.0,450.0,,
51549,2014-08-01,house,|Argentina|Córdoba|,1000000.0,1050.0,,
51550,2014-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,27.0,,
51552,2014-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,35000.0,40.0,,
51556,2014-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,57000.0,70.0,,
51557,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,110000.0,220.0,,
51562,2014-08-01,house,|Argentina|Capital Federal|Barracas|,399000.0,282.0,,4.0
51563,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,125000.0,228.0,,5.0
51565,2014-08-01,apartment,|Argentina|Capital Federal|Paternal|,120000.0,55.0,,1.0
51566,2014-08-01,apartment,|Argentina|Capital Federal|Villa del Parque|,140000.0,70.0,,2.0
51567,2014-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,820000.0,45.0,,1.0
51568,2014-08-01,apartment,|Argentina|Capital Federal|Flores|,120000.0,55.0,,1.0
51569,2014-08-01,PH,|Argentina|Capital Federal|Villa Luro|,80000.0,30.0,,1.0
51570,2014-08-01,store,|Argentina|Capital Federal|Villa Luro|,75000.0,42.0,,
51571,2014-08-01,PH,|Argentina|Capital Federal|Villa Devoto|,140000.0,70.0,,
51572,2014-08-01,apartment,|Argentina|Capital Federal|Villa Luro|,290000.0,310.0,,3.0
51594,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|,250000.0,1000.0,,
51595,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Marcos Paz|,90000.0,210.0,,
51596,2014-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Marcos Paz|,120000.0,85.0,,
51657,2014-08-02,apartment,|Argentina|Capital Federal|Colegiales|,79000.0,40.0,,1.0
51678,2014-08-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,69000.0,47.0,,2.0
