,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
34003,2017-02-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,90000.0,0.0,,2.0
34004,2017-02-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,155000.0,48.0,,4.0
34005,2017-02-01,apartment,|Argentina|Capital Federal|Belgrano|,350000.0,80.0,,3.0
34006,2017-02-01,apartment,|Argentina|Capital Federal|Congreso|,131000.0,75.0,,4.0
34007,2017-02-01,apartment,|Argentina|Capital Federal|Belgrano|,730000.0,122.0,,3.0
34008,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,110000.0,51.0,,2.0
34009,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,110000.0,51.0,,2.0
34010,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,440000.0,255.0,,4.0
34011,2017-02-01,apartment,|Argentina|Capital Federal|Flores|,70900.0,30.0,,2.0
34012,2017-02-01,apartment,|Argentina|Capital Federal|Puerto Madero|,1150000.0,180.0,,4.0
34013,2017-02-01,apartment,|Argentina|Capital Federal|Puerto Madero|,550000.0,100.0,,2.0
34014,2017-02-01,apartment,|Argentina|Capital Federal|Almagro|,99900.0,50.0,,2.0
34015,2017-02-01,apartment,|Argentina|Capital Federal|Puerto Madero|,1100000.0,185.0,,3.0
34016,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,390000.0,250.0,,5.0
34017,2017-02-01,store,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,650000.0,640.0,,5.0
34018,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,310000.0,0.0,,
34019,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,75000.0,41.0,,2.0
34020,2017-02-01,PH,|Argentina|Capital Federal|Mataderos|,62000.0,55.0,,
34021,2017-02-01,house,|Argentina|Córdoba|Córdoba|,62990.14,194.0,,
34023,2017-02-01,apartment,|Argentina|Capital Federal|Mataderos|,72000.0,55.0,,
34025,2017-02-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Centro|,64000.0,35.0,,
34028,2017-02-01,apartment,|Argentina|Córdoba|Malagueño|,78737.67,5000.0,,
34029,2017-02-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,130000.0,106.0,,
34030,2017-02-01,apartment,|Argentina|Capital Federal|Belgrano|,138000.0,45.0,,
34031,2017-02-01,apartment,|Argentina|Capital Federal|Belgrano|,195000.0,65.0,,
34033,2017-02-01,house,|Argentina|Córdoba|Córdoba|,70000.0,1514.0,,
34035,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,115000.0,39.0,,
34036,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Soho|,111700.0,50.0,,1.0
34037,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Soho|,147900.0,42.0,,1.0
34038,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,235000.0,164.0,,
34039,2017-02-01,PH,|Argentina|Capital Federal|Mataderos|,239000.0,140.0,,4.0
34040,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,315000.0,176.0,,3.0
34041,2017-02-01,apartment,|Argentina|Capital Federal|Recoleta|,390000.0,121.0,,5.0
34042,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,570000.0,456.0,,
34043,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,570000.0,270.0,,
34044,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|,350000.0,104.0,,3.0
34046,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|,270500.0,118.0,,4.0
34047,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|,290000.0,200.0,,
34048,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Boca Ratón|,265000.0,200.0,,
34049,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,87000.0,48.0,,2.0
34050,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,355000.0,160.0,,4.0
34051,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,358550.0,160.0,,4.0
34052,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Barrio San Gabriel|,265000.0,230.0,,
34053,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|,650000.0,425.0,,
34054,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,362150.0,160.0,,4.0
34055,2017-02-01,apartment,|Argentina|Capital Federal|Flores|,75000.0,43.0,,2.0
34056,2017-02-01,apartment,|Argentina|Capital Federal|Floresta|,75000.0,43.0,,2.0
34057,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,178000.0,150.0,,
34058,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,130000.0,207.0,,
34059,2017-02-01,apartment,|Argentina|Capital Federal|Caballito|,97000.0,40.0,,1.0
34060,2017-02-01,apartment,|Argentina|Córdoba|Córdoba|,34644.57,50.0,,3.0
34061,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,325000.0,186.0,,3.0
34062,2017-02-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,169000.0,172.0,,6.0
34063,2017-02-01,apartment,|Argentina|Córdoba|Córdoba|,140000.0,86.0,,5.0
34064,2017-02-01,apartment,|Argentina|Capital Federal|Boedo|,145000.0,80.0,,4.0
34065,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,400000.0,400.0,,
34066,2017-02-01,house,|Argentina|Córdoba|Malagueño|,78737.67,75.0,,
34067,2017-02-01,apartment,|Argentina|Capital Federal|Las Cañitas|,480000.0,220.0,,3.0
34068,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,128000.0,120.0,,
34069,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,120000.0,138.0,,3.0
34071,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,74000.0,47.0,,
34072,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,79000.0,32.0,,1.0
34073,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,320000.0,209.0,,
34074,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,47000.0,30.0,,1.0
34075,2017-02-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,165000.0,140.0,,4.0
34076,2017-02-01,house,"|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Barrio Privado ""Lomas de Fátima""|",360000.0,291.0,,
34077,2017-02-01,house,|Argentina|Capital Federal|Puerto Madero|,70000.0,80.0,,
34078,2017-02-01,apartment,|Argentina|Capital Federal|Balvanera|,250000.0,141.0,,5.0
34079,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,245000.0,250.0,,
34080,2017-02-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,440000.0,142.0,,4.0
34081,2017-02-01,house,|Argentina|Capital Federal|Boedo|,550000.0,504.0,,
34082,2017-02-01,apartment,|Argentina|Capital Federal|Caballito|,110000.0,50.0,,3.0
34083,2017-02-01,apartment,|Argentina|Capital Federal|Caballito|,165000.0,100.0,,2.0
34084,2017-02-01,apartment,|Argentina|Capital Federal|Caballito|,220410.0,81.0,,3.0
34085,2017-02-01,apartment,|Argentina|Capital Federal|Caballito|,222780.0,81.0,,3.0
34086,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|,121900.0,50.0,,3.0
34087,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,75000.0,26.0,,1.0
34088,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,440000.0,720.0,,
34089,2017-02-01,store,|Argentina|Capital Federal|Belgrano|,250000.0,30.0,,
34090,2017-02-01,apartment,|Argentina|Capital Federal|Palermo|,135000.0,37.0,,1.0
34091,2017-02-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,3000000.0,1300.0,,
