,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
21558,2016-10-01,house,|Argentina|Buenos Aires Interior|Campana|,200000.0,5900.0,,
21559,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,880000.0,1300.0,,
21560,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,92000.0,50.0,41.0,
21561,2016-10-01,apartment,|Argentina|Capital Federal|Barrio Norte|,110000.0,49.0,,2.0
21562,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,159695.0,78.0,2.0,
21563,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,163590.0,78.0,3.0,
21564,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,161561.0,79.0,2.0,
21565,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,173382.0,79.0,5.0,
21566,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,177323.0,79.0,6.0,
21567,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,116640.0,57.0,2.0,
21568,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,118080.0,57.0,3.0,
21569,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,120960.0,57.0,5.0,
21570,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,119165.0,61.0,3.0,
21571,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,122220.0,61.0,5.0,
21572,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,127159.0,57.0,6.0,
21573,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,104890.0,50.0,2.0,
21574,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,108592.0,50.0,5.0,
21575,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,126331.0,59.0,6.0,
21576,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,125000.0,55.0,1.0,
21577,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,168900.0,87.0,2.0,
21578,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,330000.0,1100.0,,
21579,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,135000.0,77.0,1.0,
21580,2016-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Costa Esmeralda|,345000.0,443.0,,
21582,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Virreyes|,210000.0,300.0,,
21583,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,750000.0,892.0,,
21584,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Delta|,290000.0,2000.0,,
21585,2016-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,175000.0,89.0,,
21587,2016-10-01,house,|Argentina|Capital Federal|,395000.0,290.0,,
21588,2016-10-01,apartment,|Argentina|Córdoba|,210000.0,193.0,,6.0
21591,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Belén de Escobar|,135000.0,0.0,,3.0
21592,2016-10-01,apartment,|Argentina|Capital Federal|Villa del Parque|,99000.0,36.0,,1.0
21593,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,78000.0,0.0,,2.0
21594,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,97500.0,42.0,,2.0
21595,2016-10-01,house,|Argentina|Capital Federal|Mataderos|,130000.0,0.0,,
21596,2016-10-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,470000.0,335.0,,4.0
21597,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,740000.0,0.0,,5.0
21598,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,93000.0,55.0,,1.0
21599,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,98000.0,39.0,,2.0
21600,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,1070000.0,0.0,,9.0
21601,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,765000.0,405.0,,5.0
21602,2016-10-01,apartment,|Argentina|Capital Federal|Palermo|,438000.0,83.0,,3.0
21603,2016-10-01,apartment,|Argentina|Capital Federal|Palermo|,260000.0,45.0,,2.0
21604,2016-10-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,90000.0,0.0,,2.0
21605,2016-10-01,apartment,|Argentina|Capital Federal|,118000.0,54.0,,1.0
21606,2016-10-01,house,|Argentina|Buenos Aires Interior|Chascomús|Chascomús|,85000.0,130.0,,5.0
21609,2016-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,88000.0,55.0,,3.0
21616,2016-10-01,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,100000.0,0.0,,
21617,2016-10-01,apartment,|Argentina|Santa Fe|Rosario|,55000.0,60.0,,
21619,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,98000.0,39.0,,1.0
21620,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,129500.0,53.0,,2.0
21621,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,115000.0,56.0,,3.0
21622,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,220990.0,79.0,,3.0
21623,2016-10-01,apartment,|Argentina|Capital Federal|Caballito|,375200.0,133.0,,4.0
21624,2016-10-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,230000.0,72.0,,3.0
21625,2016-10-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,225000.0,72.0,,3.0
21626,2016-10-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,220000.0,69.0,,3.0
21640,2016-10-01,house,|Argentina|Misiones|Aristóbulo del Valle|,169082.88,600.0,,
21641,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,160000.0,602.0,,
21642,2016-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,235000.0,480.0,,
21643,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Belén de Escobar|,50000.0,70.0,,
21654,2016-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,95000.0,537.0,,4.0
21663,2016-10-01,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,175000.0,627.0,,4.0
21668,2016-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar Azul|,145000.0,65.0,,2.0
21669,2016-10-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,58900.0,30.0,,1.0
21677,2016-10-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,510000.0,290.0,,5.0
