,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
101132,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,149000.0,56.0,,2.0
101133,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,158000.0,74.0,,3.0
101135,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,300000.0,141.0,,4.0
101136,2015-09-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,180000.0,120.0,1.0,4.0
101137,2015-09-01,apartment,|Argentina|Capital Federal|Las Cañitas|,510000.0,122.0,,5.0
101138,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,700000.0,500.0,,6.0
101142,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,290000.0,396.0,,4.0
101143,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,278000.0,218.0,,
101144,2015-09-01,apartment,|Argentina|Capital Federal|Barrio Norte|,95000.0,37.0,,2.0
101145,2015-09-01,apartment,|Argentina|Capital Federal|Barrio Norte|,165000.0,60.0,,2.0
101146,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Soho|,156573.36,52.0,5.0,2.0
101147,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,1150000.0,459.0,,
101148,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Barrancas de San Jose|,187000.0,340.0,,3.0
101149,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,190000.0,170.0,,
101150,2015-09-01,apartment,|Argentina|Capital Federal|Villa Crespo|,142187.79,47.0,,1.0
101151,2015-09-01,apartment,|Argentina|Capital Federal|Villa Crespo|,241427.79,79.0,,4.0
101152,2015-09-01,apartment,|Argentina|Capital Federal|Villa del Parque|,76000.0,44.0,,2.0
101153,2015-09-01,house,|Argentina|Entre Ríos|Victoria|,143236.07,475.0,,
101160,2015-09-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,100000.0,346.0,,
101161,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,150000.0,150.0,,
101166,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Soho|,130000.0,45.0,,
101173,2015-09-01,apartment,|Argentina|Capital Federal|San Cristobal|,205507.79,63.0,15.0,
101174,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,1200000.0,500.0,,4.0
101175,2015-09-01,apartment,|Argentina|Capital Federal|San Cristobal|,149496.0,63.0,16.0,
101177,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,950000.0,155.0,,4.0
101178,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,1300000.0,185.0,,4.0
101179,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,460000.0,0.0,,4.0
101180,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,255000.0,86.0,,3.0
101181,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,1500000.0,380.0,,3.0
101182,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,210000.0,70.0,,3.0
101183,2015-09-01,apartment,|Uruguay|Maldonado|,380000.0,111.0,,3.0
101184,2015-09-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,190000.0,87.0,,4.0
101189,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,98000.0,135.0,,4.0
101190,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,318000.0,300.0,,7.0
101191,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Haras Santa Maria|,430000.0,330.0,,6.0
101192,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,298000.0,310.0,,5.0
101193,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,350000.0,225.0,,4.0
101194,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,520000.0,0.0,,5.0
101195,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,270000.0,0.0,,4.0
101196,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,200000.0,250.0,,4.0
101197,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,83000.0,45.0,,3.0
101198,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,195000.0,135.0,,4.0
101199,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,70000.0,55.0,,2.0
101200,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,70000.0,65.0,,3.0
101201,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,100000.0,70.0,,3.0
101202,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,72000.0,30.0,,2.0
101203,2015-09-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,105000.0,47.0,,2.0
101204,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,70000.0,71.0,,3.0
101205,2015-09-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,70000.0,71.0,,3.0
101206,2015-09-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,240000.0,0.0,,
101208,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,120000.0,44.0,,1.0
101209,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,95000.0,46.0,,1.0
101210,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,110000.0,67.0,,2.0
101211,2015-09-01,apartment,|Argentina|Capital Federal|Barrio Norte|,340000.0,120.0,,4.0
101212,2015-09-01,apartment,|Argentina|Capital Federal|Barrio Norte|,220000.0,0.0,,3.0
101213,2015-09-01,apartment,|Argentina|Capital Federal|Palermo|,115000.0,0.0,,2.0
101214,2015-09-01,apartment,|Argentina|Capital Federal|Belgrano|,132000.0,60.0,,3.0
101215,2015-09-01,apartment,|Argentina|Capital Federal|Barrio Norte|,210000.0,91.0,,4.0
101216,2015-09-01,PH,|Argentina|Capital Federal|Nuñez|,180000.0,0.0,,3.0
