,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
47915,2014-07-01,apartment,|Argentina|Capital Federal|Floresta|,115000.0,76.0,,
47916,2014-07-01,apartment,|Argentina|Capital Federal|Las Cañitas|,110000.0,42.0,,2.0
47918,2014-07-01,apartment,|Argentina|Capital Federal|Barrio Norte|,130000.0,43.0,,2.0
47920,2014-07-01,apartment,|Argentina|Capital Federal|Nuñez|,119000.0,67.0,,2.0
47921,2014-07-01,apartment,|Argentina|Río Negro|San Carlos de Bariloche|,82000.0,38.0,3.0,2.0
47922,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,175000.0,77.0,,3.0
47924,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,1200000.0,640.0,,6.0
47925,2014-07-01,house,|Argentina|Chubut|Puerto Madryn|,134737.87,83.0,,3.0
47929,2014-07-01,apartment,|Argentina|Capital Federal|Palermo|,192000.0,70.0,,2.0
47930,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,250000.0,160.0,,3.0
47931,2014-07-01,house,|Argentina|Capital Federal|Floresta|,115000.0,70.0,,2.0
47932,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,94500.0,54.0,,1.0
47933,2014-07-01,house,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,52000.0,500.0,,
47934,2014-07-01,house,|Argentina|Buenos Aires Costa Atlántica|San Clemente del Tuyú|,98000.0,800.0,,
47936,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,135000.0,75.0,,
47938,2014-07-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,90000.0,146.0,,
47941,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|La Reja|,19636.23,400.0,,
47944,2014-07-01,apartment,|Argentina|Capital Federal|Nuñez|,137850.0,55.0,,1.0
47945,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,360000.0,300.0,,
47946,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,270000.0,232.0,,
47947,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,130000.0,56.0,1.0,1.0
47948,2014-07-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,178000.0,90.0,,3.0
47949,2014-07-01,apartment,|Argentina|Capital Federal|Nuñez|,100282.0,39.0,,
47950,2014-07-01,apartment,|Argentina|Capital Federal|,215600.0,102.0,,
47951,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,280000.0,882.0,,
47952,2014-07-01,apartment,|Argentina|Capital Federal|,140800.0,58.0,,
47953,2014-07-01,house,|Argentina|Capital Federal|,480000.0,314.0,,
47956,2014-07-01,apartment,|Argentina|Capital Federal|,85000.0,40.0,,1.0
47957,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,200000.0,190.0,,3.0
47958,2014-07-01,apartment,|Argentina|Santa Fe|Santa Fe|,146374.32,90.0,,3.0
47959,2014-07-01,apartment,|Argentina|Capital Federal|,170000.0,82.0,2.0,3.0
47960,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,50000.0,97.0,,5.0
47961,2014-07-01,house,|Argentina|Capital Federal|,255000.0,180.0,,3.0
47963,2014-07-01,house,|Argentina|Capital Federal|,270000.0,182.0,,3.0
47964,2014-07-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,55000.0,28.0,,1.0
47966,2014-07-01,house,|Argentina|Santa Fe|Santa Fe|,61244.48,20.0,,1.0
47967,2014-07-01,apartment,|Argentina|Capital Federal|,47000.0,26.0,,1.0
47968,2014-07-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,104728.07,60.0,,1.0
47973,2014-07-01,apartment,|Argentina|Capital Federal|,115000.0,46.0,,1.0
47974,2014-07-01,apartment,|Argentina|Capital Federal|,110000.0,48.0,,1.0
47975,2014-07-01,apartment,|Argentina|Capital Federal|,100000.0,50.0,,1.0
47976,2014-07-01,apartment,|Argentina|Capital Federal|,90000.0,47.0,,1.0
47977,2014-07-01,apartment,|Argentina|Capital Federal|,100000.0,50.0,,2.0
47978,2014-07-01,apartment,|Argentina|Capital Federal|,110000.0,46.0,,1.0
47979,2014-07-01,apartment,|Argentina|Capital Federal|,140000.0,77.0,,1.0
47980,2014-07-01,apartment,|Argentina|Capital Federal|,115000.0,48.0,,1.0
47981,2014-07-01,apartment,|Argentina|Capital Federal|,155000.0,119.0,,1.0
47982,2014-07-01,apartment,|Argentina|Capital Federal|,134000.0,110.0,,1.0
47983,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,67000.0,45.0,6.0,1.0
47984,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,109000.0,68.0,8.0,2.0
47985,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,98000.0,68.0,6.0,2.0
47986,2014-07-01,apartment,|Argentina|Capital Federal|,114000.0,94.0,3.0,3.0
47987,2014-07-01,apartment,|Argentina|Capital Federal|,89500.0,60.0,,1.0
47988,2014-07-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,134000.0,20.0,,2.0
47989,2014-07-01,house,|Argentina|Entre Ríos|Paraná|,36746.69,20.0,,2.0
47991,2014-07-01,apartment,|Argentina|Capital Federal|,86500.0,48.0,3.0,1.0
47992,2014-07-01,apartment,|Argentina|Capital Federal|,114000.0,37.0,9.0,1.0
47993,2014-07-01,PH,|Argentina|Capital Federal|,196000.0,20.0,,4.0
47994,2014-07-01,apartment,|Argentina|Capital Federal|,185000.0,76.0,7.0,2.0
47995,2014-07-01,apartment,|Argentina|Capital Federal|Caballito|,59500.0,27.0,,1.0
47996,2014-07-01,apartment,|Argentina|Capital Federal|Nuñez|,99510.0,39.0,,
47998,2014-07-01,house,|Argentina|Capital Federal|,230000.0,200.0,,
48000,2014-07-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|La Reja|,67368.93,500.0,,
48001,2014-07-01,apartment,|Argentina|Capital Federal|Nuñez|,288000.0,77.0,,3.0
48003,2014-07-01,apartment,|Argentina|Capital Federal|Belgrano|,213200.0,111.0,,3.0
48004,2014-07-01,apartment,|Argentina|Capital Federal|Villa Crespo|,135000.0,79.0,,4.0
48005,2014-07-01,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,87000.0,44.0,,2.0
48006,2014-07-01,apartment,|Argentina|Capital Federal|Villa del Parque|,85000.0,50.0,,2.0
48007,2014-07-01,apartment,|Argentina|Capital Federal|Caballito|,210000.0,85.0,,4.0
48008,2014-07-01,apartment,|Argentina|Capital Federal|Recoleta|,1410000.0,300.0,,5.0
48009,2014-07-01,apartment,|Argentina|Capital Federal|Caballito|,145000.0,98.0,,4.0
48010,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,56900.0,42.0,,2.0
48011,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,58500.0,50.0,,3.0
48012,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,87000.0,89.0,,4.0
48013,2014-07-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,49000.0,210.0,,3.0
48014,2014-07-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,79900.0,233.0,,3.0
48015,2014-07-01,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,49900.0,133.0,,4.0
48016,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,65000.0,65.0,,3.0
48017,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,75000.0,80.0,,4.0
48018,2014-07-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,41000.0,500.0,,3.0
48020,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,54000.0,34.0,,2.0
48021,2014-07-01,apartment,|Argentina|Capital Federal|Parque Patricios|,82000.0,44.0,,2.0
48023,2014-07-01,PH,|Argentina|Capital Federal|Parque Patricios|,98000.0,90.0,,
48030,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,130000.0,77.0,,3.0
48031,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,55000.0,50.0,,2.0
48032,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,57500.0,27.0,,1.0
48033,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,57900.0,27.0,,1.0
48035,2014-07-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,55900.0,30.0,,1.0
48037,2014-07-02,house,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Ezeiza|,780000.0,650.0,,5.0
48039,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,160000.0,76.0,,3.0
48040,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,460000.0,1570.0,,4.0
48046,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,90000.0,50.0,,2.0
48047,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,388000.0,1500.0,,5.0
48048,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Villa Gesell|,200000.0,50.0,,2.0
48049,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,310000.0,430.0,,6.0
48050,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,120000.0,75.0,,2.0
48051,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,200000.0,200.0,,4.0
48052,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Cariló|,258100.0,89.0,,2.0
48053,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,430000.0,240.0,,4.0
48054,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,260000.0,520.0,,4.0
48055,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,280000.0,200.0,,5.0
48056,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,70000.0,74.0,,3.0
48057,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Cariló|,127100.0,44.0,,1.0
48058,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Valeria del Mar|,135000.0,500.0,,4.0
48059,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,260000.0,200.0,,5.0
48060,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,540000.0,1350.0,,6.0
48061,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Cariló|,380000.0,1200.0,,7.0
48062,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,330000.0,1400.0,,4.0
48063,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,240000.0,500.0,,5.0
48064,2014-07-02,house,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,240000.0,1200.0,,3.0
48065,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Valeria del Mar|,128100.0,69.0,,3.0
48066,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Valeria del Mar|,101200.0,37.0,,2.0
48067,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Cariló|,492900.0,135.0,,4.0
48068,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Cariló|,240000.0,66.0,,2.0
48069,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Cariló|,240000.0,78.0,,3.0
48070,2014-07-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,30.0,,1.0
48071,2014-07-02,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Villa de Mayo|,58000.0,52.0,,
48077,2014-07-02,apartment,|Argentina|Capital Federal|Caballito|,142500.0,56.0,5.0,3.0
48078,2014-07-02,apartment,|Argentina|Capital Federal|Caballito|,148500.0,57.0,6.0,3.0
48079,2014-07-02,apartment,|Argentina|Capital Federal|Caballito|,144000.0,57.0,6.0,3.0
48080,2014-07-02,apartment,|Argentina|Capital Federal|Caballito|,150000.0,58.0,7.0,3.0
