,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
45477,2013-12-01,apartment,|Argentina|Río Negro|San Carlos de Bariloche|San Carlos de Bariloche|,95000.0,43.0,,2.0
45478,2013-12-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,300000.0,160.0,7.0,4.0
45483,2013-12-01,apartment,|Argentina|Santa Fe|Santa Fe|,77839.18,62.0,12.0,1.0
45484,2013-12-01,apartment,|Argentina|Capital Federal|,72000.0,41.0,2.0,1.0
45485,2013-12-01,apartment,|Argentina|Capital Federal|,89000.0,78.0,9.0,4.0
45486,2013-12-01,house,|Argentina|Capital Federal|,169000.0,180.0,,3.0
45487,2013-12-01,apartment,|Argentina|Capital Federal|,390000.0,324.0,8.0,3.0
45488,2013-12-01,apartment,|Argentina|Capital Federal|,110000.0,56.0,11.0,2.0
45490,2013-12-01,apartment,|Argentina|Mendoza|Mendoza|,46703.51,73.0,,2.0
45491,2013-12-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,70000.0,63.0,,2.0
45492,2013-12-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,265000.0,150.0,,3.0
45493,2013-12-01,apartment,|Argentina|Capital Federal|,133000.0,74.0,,3.0
45494,2013-12-01,apartment,|Argentina|Capital Federal|,275000.0,153.0,,3.0
45496,2013-12-01,apartment,|Argentina|Capital Federal|,217000.0,96.0,2.0,3.0
45497,2013-12-01,apartment,|Argentina|Capital Federal|,99000.0,40.0,,1.0
45498,2013-12-01,PH,|Argentina|Capital Federal|,82000.0,20.0,,1.0
45499,2013-12-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,95000.0,20.0,,3.0
45500,2013-12-01,apartment,|Argentina|Capital Federal|,175000.0,62.0,,1.0
45502,2013-12-02,apartment,|Argentina|Santa Fe|Santa Fe|,15567.83,45.0,,1.0
45503,2013-12-02,house,|Argentina|Santa Fe|Santa Fe|,46703.51,20.0,,2.0
45506,2013-12-02,house,|Argentina|Santa Fe|Santa Fe|,85623.1,92.0,,2.0
45509,2013-12-02,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,68000.0,41.0,,1.0
45510,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,170000.0,120.0,,3.0
45515,2013-12-02,house,|Argentina|Santa Fe|Santa Fe|,42033.15,20.0,,2.0
45516,2013-12-02,house,|Argentina|Santa Fe|Santa Fe|,74725.61,20.0,,2.0
45517,2013-12-02,apartment,|Argentina|Santa Fe|Santa Fe|,75504.0,30.0,,1.0
45518,2013-12-02,house,|Argentina|Córdoba|Córdoba|,33626.52,50.0,,1.0
45519,2013-12-02,apartment,|Argentina|Córdoba|Córdoba|,100879.58,64.0,,2.0
45520,2013-12-02,house,|Argentina|Córdoba|Córdoba|,77839.18,143.0,,3.0
45521,2013-12-02,apartment,|Argentina|Capital Federal|,95000.0,53.0,12.0,2.0
45522,2013-12-02,apartment,|Argentina|Capital Federal|,167000.0,74.0,,3.0
45523,2013-12-02,PH,|Argentina|Capital Federal|,128306.37,20.0,3.0,1.0
45524,2013-12-02,house,|Argentina|Buenos Aires Interior|Chacabuco|San Patricio|,360000.0,290.0,,4.0
45525,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,107000.0,20.0,,2.0
45526,2013-12-02,apartment,|Argentina|Capital Federal|,158000.0,80.0,2.0,2.0
45527,2013-12-02,apartment,|Argentina|Capital Federal|,110000.0,36.0,,1.0
45528,2013-12-02,apartment,|Argentina|Capital Federal|,524000.0,210.0,11.0,4.0
45529,2013-12-02,house,|Argentina|Capital Federal|,280000.0,20.0,,4.0
45531,2013-12-02,apartment,|Argentina|Buenos Aires Interior|General Pueyrredón|,54000.0,40.0,,1.0
45533,2013-12-02,house,|Argentina|Capital Federal|,480000.0,20.0,,
45534,2013-12-02,PH,|Argentina|Capital Federal|,115000.0,49.0,,2.0
45535,2013-12-02,apartment,|Argentina|Capital Federal|,300000.0,150.0,,1.0
45538,2013-12-02,house,|Argentina|Río Negro|San Carlos de Bariloche|San Carlos de Bariloche|,320000.0,270.0,,4.0
45539,2013-12-02,apartment,|Argentina|Neuquén|Neuquén|,59157.78,67.0,2.0,3.0
45540,2013-12-02,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,155000.0,61.0,4.0,2.0
45541,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,160000.0,20.0,,4.0
45544,2013-12-02,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|San Carlos|,147894.45,400.0,,4.0
45545,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,390000.0,546.0,,
45546,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maquinista Savio|,330000.0,604.0,,5.0
45547,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,230000.0,1120.0,,5.0
45548,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,51900.0,25.0,,1.0
45549,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,54900.0,31.0,,1.0
45550,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,210000.0,91.0,,3.0
45551,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,49800.0,25.0,,1.0
45552,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,65000.0,35.0,,2.0
45553,2013-12-02,PH,|Argentina|Capital Federal|Palermo|,185000.0,70.0,,3.0
45554,2013-12-02,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Libertad|,26465.32,24.0,,1.0
45555,2013-12-02,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,65000.0,50.0,,2.0
45561,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,180000.0,150.0,,4.0
45562,2013-12-02,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,84000.0,42.0,,1.0
45566,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,52900.0,30.0,,1.0
45573,2013-12-02,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,81000.0,50.0,,2.0
45574,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,195000.0,165.0,2.0,4.0
45575,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,268000.0,210.0,2.0,3.0
45576,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,173000.0,157.0,1.0,3.0
45577,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,195000.0,190.0,1.0,3.0
45578,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,195000.0,245.0,1.0,3.0
45579,2013-12-02,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,198000.0,192.0,1.0,3.0
