,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
51020,2013-11-01,apartment,|Argentina|Capital Federal|Almagro|,35932.0,24.0,,1.0
51021,2013-11-01,apartment,|Argentina|Capital Federal|Caballito|,88500.0,47.0,,2.0
51022,2013-11-01,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,69500.0,30.0,,1.0
51023,2013-11-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,95000.0,115.0,,3.0
51024,2013-11-01,apartment,|Argentina|Capital Federal|Villa del Parque|,129000.0,58.0,,2.0
51025,2013-11-01,apartment,|Argentina|Capital Federal|Villa del Parque|,129000.0,58.0,,2.0
51026,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|,84000.0,60.0,,
51027,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,199000.0,157.0,,
51028,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,300000.0,280.0,,
51029,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,234000.0,182.0,,
51030,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,140000.0,85.0,,
51032,2013-11-01,apartment,|Argentina|Capital Federal|Flores|,151028.99,43.0,,2.0
51033,2013-11-01,apartment,|Argentina|Capital Federal|Belgrano|,335000.0,130.0,,4.0
51034,2013-11-01,apartment,|Argentina|Capital Federal|Flores|,123038.08,35.0,,1.0
51035,2013-11-01,apartment,|Argentina|Capital Federal|Flores|,191415.15,56.0,,3.0
51036,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,220000.0,240.0,,
51037,2013-11-01,apartment,|Argentina|Capital Federal|Almagro|,147000.0,75.0,,3.0
51039,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Ricardo Rojas|,280000.0,200.0,,
51040,2013-11-01,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,310000.0,132.0,,4.0
51041,2013-11-01,apartment,|Argentina|Capital Federal|Villa Lugano|,80000.0,52.0,,3.0
51042,2013-11-01,house,|Argentina|Capital Federal|Villa Lugano|,400000.0,475.0,,
51043,2013-11-01,apartment,|Argentina|Capital Federal|Recoleta|,300000.0,100.0,,4.0
51044,2013-11-01,apartment,|Argentina|Capital Federal|San Telmo|,239040.0,76.0,,3.0
51045,2013-11-01,PH,|Argentina|Capital Federal|Villa Lugano|,90000.0,47.0,,3.0
51047,2013-11-01,apartment,|Argentina|Capital Federal|Recoleta|,870000.0,297.0,,8.0
51048,2013-11-01,apartment,|Argentina|Capital Federal|Mataderos|,115000.0,75.0,,3.0
51049,2013-11-01,apartment,|Argentina|Capital Federal|Villa Devoto|,140000.0,79.0,,3.0
51050,2013-11-01,apartment,|Argentina|Capital Federal|Recoleta|,1150000.0,295.0,,7.0
51051,2013-11-01,apartment,|Argentina|Capital Federal|San Telmo|,93000.0,33.0,,1.0
51052,2013-11-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Chico|,260000.0,88.0,,3.0
51053,2013-11-01,apartment,|Argentina|Capital Federal|San Telmo|,123000.0,43.0,,2.0
51054,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Zelaya|,250000.0,176.0,,
51055,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,492000.0,327.0,,
51056,2013-11-01,apartment,|Argentina|Capital Federal|Flores|,103000.0,57.0,,3.0
51057,2013-11-01,PH,|Argentina|Capital Federal|Parque Avellaneda|,165000.0,120.0,,5.0
51058,2013-11-01,house,|Argentina|Capital Federal|Barracas|,450000.0,235.0,,
51059,2013-11-01,apartment,|Argentina|Capital Federal|Colegiales|,88000.0,40.0,,2.0
51060,2013-11-01,PH,|Argentina|Capital Federal|San Cristobal|,140000.0,72.0,,3.0
51061,2013-11-01,apartment,|Argentina|Capital Federal|Parque Centenario|,95000.0,50.0,,3.0
51062,2013-11-01,apartment,|Argentina|Capital Federal|Once|,195000.0,147.0,,8.0
51063,2013-11-01,apartment,|Argentina|Capital Federal|Balvanera|,170000.0,147.0,,8.0
51064,2013-11-01,apartment,|Argentina|Capital Federal|Constitución|,100000.0,108.0,,4.0
51065,2013-11-01,PH,|Argentina|Capital Federal|Boca|,145000.0,100.0,,3.0
51067,2013-11-01,apartment,|Argentina|Capital Federal|Pompeya|,74000.0,36.0,,2.0
51068,2013-11-01,apartment,|Argentina|Capital Federal|San Nicolás|,285000.0,161.0,,5.0
51069,2013-11-01,apartment,|Argentina|Capital Federal|San Telmo|,140000.0,107.0,,5.0
51070,2013-11-01,apartment,|Argentina|Capital Federal|Parque Patricios|,75000.0,52.0,,3.0
51071,2013-11-01,apartment,|Argentina|Capital Federal|Palermo|Palermo Chico|,125000.0,47.0,,2.0
51073,2013-11-01,apartment,|Argentina|Córdoba|Córdoba|,96520.38,47.0,,3.0
51074,2013-11-01,house,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,180000.0,80.0,,
51075,2013-11-01,apartment,|Argentina|Capital Federal|Centro / Microcentro|,150000.0,91.0,,4.0
51076,2013-11-01,apartment,|Argentina|Capital Federal|Recoleta|,160000.0,40.0,,2.0
51078,2013-11-01,apartment,|Argentina|Capital Federal|Boca|,160000.0,112.0,,3.0
51079,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Longchamps|,60000.0,137.0,,
51080,2013-11-01,apartment,|Argentina|Capital Federal|Pompeya|,97000.0,51.0,,3.0
51081,2013-11-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,160000.0,130.0,,
51083,2013-11-01,apartment,|Argentina|Capital Federal|Parque Patricios|,110000.0,65.0,,3.0
51086,2013-11-01,apartment,|Argentina|Capital Federal|Pompeya|,97000.0,51.0,,3.0
