,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
40792,2017-03-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,1199000.0,335.0,,
40794,2017-03-01,house,|Argentina|Buenos Aires Interior|General Pueyrredón|Sierra de los Padres|,175000.0,700.0,,
40795,2017-03-01,house,|Argentina|Buenos Aires Interior|General Pueyrredón|Sierra de los Padres|,150000.0,1000.0,,
40796,2017-03-01,store,|Argentina|Tucumán|San Miguel de Tucumán|,70000.0,80.0,,
40797,2017-03-01,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Ezeiza|Ezeiza|,75000.0,63.0,,3.0
40798,2017-03-01,apartment,|Argentina|Capital Federal|Colegiales|,155000.0,48.0,,2.0
40799,2017-03-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Barrio San Francisco|,479000.0,303.0,,
40800,2017-03-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,269000.0,145.0,,2.0
40801,2017-03-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Barrio San Gabriel|,457000.0,316.0,,
40802,2017-03-01,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,310000.0,210.0,,4.0
40803,2017-03-01,store,|Argentina|Capital Federal|,300000.0,60.0,,4.0
40804,2017-03-01,PH,|Argentina|Capital Federal|Villa Urquiza|,150000.0,76.0,,
40805,2017-03-01,apartment,|Argentina|Capital Federal|Villa Urquiza|,200000.0,77.0,,
40806,2017-03-01,PH,|Argentina|Capital Federal|Parque Patricios|,295000.0,227.0,,
40810,2017-03-01,apartment,|Argentina|Capital Federal|Palermo|,200000.0,50.0,,
40817,2017-03-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,140000.0,525.0,,3.0
40818,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,30.0,,1.0
40819,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,30.0,,1.0
40820,2017-03-01,apartment,|Argentina|Misiones|Posadas|,75588.17,110.0,,5.0
40821,2017-03-01,house,|Argentina|Misiones|Posadas|,100784.22,330.0,,5.0
40822,2017-03-01,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,105000.0,120.0,,3.0
40824,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,65000.0,30.0,,1.0
40825,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,58000.0,32.0,,1.0
40826,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,45000.0,28.0,,1.0
40827,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,60000.0,29.0,,1.0
40828,2017-03-01,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,125000.0,90.0,,3.0
40829,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,87000.0,80.0,,3.0
40831,2017-03-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,110000.0,60.0,,2.0
40832,2017-03-01,PH,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,40000.0,150.0,,4.0
40833,2017-03-01,house,|Argentina|Buenos Aires Costa Atlántica|Necochea|,55000.0,170.0,,6.0
40835,2017-03-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,80000.0,450.0,,2.0
