,created_on,property_type,place_with_parent_names,price_aprox_usd,surface_in_m2,floor,rooms
17576,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,95000.0,0.0,,
17577,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,110000.0,300.0,,
17578,2016-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,110000.0,42.0,,2.0
17579,2016-08-01,house,|Argentina|Buenos Aires Interior|General Paz|Villanueva|,695000.0,350.0,,4.0
17580,2016-08-01,apartment,|Argentina|Capital Federal|Barrio Norte|,645000.0,195.0,,7.0
17581,2016-08-01,apartment,|Argentina|Córdoba|,59840.63,0.0,,3.0
17590,2016-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,69000.0,42.0,,
17592,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,230000.0,360.0,,
17594,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,135000.0,450.0,,
17597,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,95000.0,250.0,,
17598,2016-08-01,apartment,|Argentina|Capital Federal|Recoleta|,645000.0,195.0,,
17602,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,67000.0,300.0,,2.0
17603,2016-08-01,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,67000.0,300.0,,2.0
17605,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,150000.0,180.0,,4.0
17606,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,90000.0,182.0,,3.0
17607,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,150000.0,225.0,,3.0
17611,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,390000.0,480.0,,5.0
17612,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,230000.0,225.0,,5.0
17613,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,350000.0,382.0,,5.0
17614,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,210000.0,130.0,,3.0
17615,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,150000.0,104.0,,4.0
17616,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,75000.0,100.0,,2.0
17617,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,57000.0,48.0,,2.0
17618,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,170000.0,240.0,,3.0
17637,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,550000.0,390.0,,5.0
17638,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,320000.0,200.0,,4.0
17643,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,190000.0,143.0,,3.0
17663,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,179000.0,260.0,,4.0
17667,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,59000.0,50.0,,2.0
17669,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,165000.0,168.0,,3.0
17671,2016-08-01,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,160000.0,170.0,,3.0
17673,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,125000.0,63.0,,3.0
17674,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,125000.0,220.0,,3.0
17677,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,190000.0,400.0,,5.0
17679,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,260000.0,303.0,,6.0
17683,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,170000.0,300.0,,4.0
17685,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,169000.0,240.0,,4.0
17688,2016-08-01,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,370000.0,207.0,,5.0
17690,2016-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,114000.0,77.0,,4.0
17691,2016-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,110000.0,92.0,,2.0
17696,2016-08-01,house,|Argentina|Buenos Aires Costa Atlántica|Las Toninas|,65000.0,50.0,,3.0
17703,2016-08-01,house,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,480000.0,560.0,,7.0
17704,2016-08-01,house,|Argentina|Buenos Aires Interior|Chascomús|,630000.0,196.0,,2.0
17708,2016-08-01,store,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|,180000.0,150.0,,
17710,2016-08-01,apartment,|Argentina|Buenos Aires Costa Atlántica|Pinamar|,90000.0,40.0,,2.0
